GRAPHEME	FROM_ROUNDEDNESS	FROM_HEIGHT	FROM_CENTRALITY	TO_ROUNDEDNESS	TO_HEIGHT	TO_CENTRALITY	ALIAS	EXTRA	NOTE
uɯ̽	from_rounded	from_close	from_back	to_unrounded	to_near-close	to_near-back			
ue	from_rounded	from_close	from_back	to_unrounded	to_close-mid	to_front			
uo	from_rounded	from_close	from_back	to_rounded	to_close-mid	to_back			
uɜ	from_rounded	from_close	from_back	to_unrounded	to_open-mid	to_central			
uɵ̞	from_rounded	from_close	from_back	to_rounded	to_mid	to_central			
uy	from_rounded	from_close	from_back	to_rounded	to_close	to_front			
uɤ̞	from_rounded	from_close	from_back	to_unrounded	to_mid	to_back			
uʊ	from_rounded	from_close	from_back	to_rounded	to_near-close	to_near-back			
uɶ	from_rounded	from_close	from_back	to_rounded	to_open	to_front			
uɨ	from_rounded	from_close	from_back	to_unrounded	to_close	to_central			
uø̞	from_rounded	from_close	from_back	to_rounded	to_mid	to_front			
uɐ	from_rounded	from_close	from_back	to_unrounded	to_nearly-open	to_central			
uœ	from_rounded	from_close	from_back	to_rounded	to_open-mid	to_front			
uø	from_rounded	from_close	from_back	to_rounded	to_close-mid	to_front			
uʊ̈	from_rounded	from_close	from_back	to_rounded	to_near-close	to_central			
ui	from_rounded	from_close	from_back	to_unrounded	to_close	to_front			
uɛ	from_rounded	from_close	from_back	to_unrounded	to_open-mid	to_front			
uɒ	from_rounded	from_close	from_back	to_rounded	to_open	to_back			
ua	from_rounded	from_close	from_back	to_unrounded	to_open	to_front			
uo̞	from_rounded	from_close	from_back	to_rounded	to_mid	to_back			
uʌ	from_rounded	from_close	from_back	to_unrounded	to_open-mid	to_back			
uɪ	from_rounded	from_close	from_back	to_unrounded	to_near-close	to_near-front			
uə	from_rounded	from_close	from_back	to_unrounded	to_mid	to_central			
uʏ	from_rounded	from_close	from_back	to_rounded	to_near-close	to_near-front			
uɔ	from_rounded	from_close	from_back	to_rounded	to_open-mid	to_back			
uɵ	from_rounded	from_close	from_back	to_rounded	to_close-mid	to_central			
uɘ	from_rounded	from_close	from_back	to_unrounded	to_close-mid	to_central			
uɯ	from_rounded	from_close	from_back	to_unrounded	to_close	to_back			
ue̞	from_rounded	from_close	from_back	to_unrounded	to_mid	to_front			
oɞ̞	from_rounded	from_close-mid	from_back	to_rounded	to_near-open	to_central			
oæ	from_rounded	from_close-mid	from_back	to_unrounded	to_nearly-open	to_front			
oɞ	from_rounded	from_close-mid	from_back	to_rounded	to_open-mid	to_central			
oɪ̈	from_rounded	from_close-mid	from_back	to_unrounded	to_near-close	to_central			
oɤ	from_rounded	from_close-mid	from_back	to_unrounded	to_close-mid	to_back			
oʉ	from_rounded	from_close-mid	from_back	to_rounded	to_close	to_central			
oɑ	from_rounded	from_close-mid	from_back	to_unrounded	to_open	to_back			
oɯ̽	from_rounded	from_close-mid	from_back	to_unrounded	to_near-close	to_near-back			
oe	from_rounded	from_close-mid	from_back	to_unrounded	to_close-mid	to_front			
ou	from_rounded	from_close-mid	from_back	to_rounded	to_close	to_back			
oɜ	from_rounded	from_close-mid	from_back	to_unrounded	to_open-mid	to_central			
oɵ̞	from_rounded	from_close-mid	from_back	to_rounded	to_mid	to_central			
oy	from_rounded	from_close-mid	from_back	to_rounded	to_close	to_front			
oɤ̞	from_rounded	from_close-mid	from_back	to_unrounded	to_mid	to_back			
oʊ	from_rounded	from_close-mid	from_back	to_rounded	to_near-close	to_near-back			
oɶ	from_rounded	from_close-mid	from_back	to_rounded	to_open	to_front			
oɨ	from_rounded	from_close-mid	from_back	to_unrounded	to_close	to_central			
oø̞	from_rounded	from_close-mid	from_back	to_rounded	to_mid	to_front			
oɐ	from_rounded	from_close-mid	from_back	to_unrounded	to_nearly-open	to_central			
oœ	from_rounded	from_close-mid	from_back	to_rounded	to_open-mid	to_front			
oø	from_rounded	from_close-mid	from_back	to_rounded	to_close-mid	to_front			
oʊ̈	from_rounded	from_close-mid	from_back	to_rounded	to_near-close	to_central			
oi	from_rounded	from_close-mid	from_back	to_unrounded	to_close	to_front			
oɛ	from_rounded	from_close-mid	from_back	to_unrounded	to_open-mid	to_front			
oɒ	from_rounded	from_close-mid	from_back	to_rounded	to_open	to_back			
oa	from_rounded	from_close-mid	from_back	to_unrounded	to_open	to_front			
oo̞	from_rounded	from_close-mid	from_back	to_rounded	to_mid	to_back			
oʌ	from_rounded	from_close-mid	from_back	to_unrounded	to_open-mid	to_back			
oɪ	from_rounded	from_close-mid	from_back	to_unrounded	to_near-close	to_near-front			
oə	from_rounded	from_close-mid	from_back	to_unrounded	to_mid	to_central			
oʏ	from_rounded	from_close-mid	from_back	to_rounded	to_near-close	to_near-front			
oɔ	from_rounded	from_close-mid	from_back	to_rounded	to_open-mid	to_back			
oɵ	from_rounded	from_close-mid	from_back	to_rounded	to_close-mid	to_central			
oɘ	from_rounded	from_close-mid	from_back	to_unrounded	to_close-mid	to_central			
oɯ	from_rounded	from_close-mid	from_back	to_unrounded	to_close	to_back			
oe̞	from_rounded	from_close-mid	from_back	to_unrounded	to_mid	to_front			
ɜɞ̞	from_unrounded	from_open-mid	from_central	to_rounded	to_near-open	to_central			
ɜæ	from_unrounded	from_open-mid	from_central	to_unrounded	to_nearly-open	to_front			
ɜɞ	from_unrounded	from_open-mid	from_central	to_rounded	to_open-mid	to_central			
ɜɪ̈	from_unrounded	from_open-mid	from_central	to_unrounded	to_near-close	to_central			
ɜɤ	from_unrounded	from_open-mid	from_central	to_unrounded	to_close-mid	to_back			
ɜʉ	from_unrounded	from_open-mid	from_central	to_rounded	to_close	to_central			
ɜɑ	from_unrounded	from_open-mid	from_central	to_unrounded	to_open	to_back			
ɜɯ̽	from_unrounded	from_open-mid	from_central	to_unrounded	to_near-close	to_near-back			
ɜe	from_unrounded	from_open-mid	from_central	to_unrounded	to_close-mid	to_front			
ɜu	from_unrounded	from_open-mid	from_central	to_rounded	to_close	to_back			
ɜo	from_unrounded	from_open-mid	from_central	to_rounded	to_close-mid	to_back			
ɜɵ̞	from_unrounded	from_open-mid	from_central	to_rounded	to_mid	to_central			
ɜy	from_unrounded	from_open-mid	from_central	to_rounded	to_close	to_front			
ɜɤ̞	from_unrounded	from_open-mid	from_central	to_unrounded	to_mid	to_back			
ɜʊ	from_unrounded	from_open-mid	from_central	to_rounded	to_near-close	to_near-back			
ɜɶ	from_unrounded	from_open-mid	from_central	to_rounded	to_open	to_front			
ɜɨ	from_unrounded	from_open-mid	from_central	to_unrounded	to_close	to_central			
ɜø̞	from_unrounded	from_open-mid	from_central	to_rounded	to_mid	to_front			
ɜɐ	from_unrounded	from_open-mid	from_central	to_unrounded	to_nearly-open	to_central			
ɜœ	from_unrounded	from_open-mid	from_central	to_rounded	to_open-mid	to_front			
ɜø	from_unrounded	from_open-mid	from_central	to_rounded	to_close-mid	to_front			
ɜʊ̈	from_unrounded	from_open-mid	from_central	to_rounded	to_near-close	to_central			
ɜi	from_unrounded	from_open-mid	from_central	to_unrounded	to_close	to_front			
ɜɛ	from_unrounded	from_open-mid	from_central	to_unrounded	to_open-mid	to_front			
ɜɒ	from_unrounded	from_open-mid	from_central	to_rounded	to_open	to_back			
ɜa	from_unrounded	from_open-mid	from_central	to_unrounded	to_open	to_front			
ɜo̞	from_unrounded	from_open-mid	from_central	to_rounded	to_mid	to_back			
ɜʌ	from_unrounded	from_open-mid	from_central	to_unrounded	to_open-mid	to_back			
ɜɪ	from_unrounded	from_open-mid	from_central	to_unrounded	to_near-close	to_near-front			
ɜə	from_unrounded	from_open-mid	from_central	to_unrounded	to_mid	to_central			
ɜʏ	from_unrounded	from_open-mid	from_central	to_rounded	to_near-close	to_near-front			
ɜɔ	from_unrounded	from_open-mid	from_central	to_rounded	to_open-mid	to_back			
ɜɵ	from_unrounded	from_open-mid	from_central	to_rounded	to_close-mid	to_central			
ɜɘ	from_unrounded	from_open-mid	from_central	to_unrounded	to_close-mid	to_central			
ɜɯ	from_unrounded	from_open-mid	from_central	to_unrounded	to_close	to_back			
ɜe̞	from_unrounded	from_open-mid	from_central	to_unrounded	to_mid	to_front			
ɵ̞ɞ̞	from_rounded	from_mid	from_central	to_rounded	to_near-open	to_central			
ɵ̞æ	from_rounded	from_mid	from_central	to_unrounded	to_nearly-open	to_front			
ɵ̞ɞ	from_rounded	from_mid	from_central	to_rounded	to_open-mid	to_central			
ɵ̞ɪ̈	from_rounded	from_mid	from_central	to_unrounded	to_near-close	to_central			
ɵ̞ɤ	from_rounded	from_mid	from_central	to_unrounded	to_close-mid	to_back			
ɵ̞ʉ	from_rounded	from_mid	from_central	to_rounded	to_close	to_central			
ɵ̞ɑ	from_rounded	from_mid	from_central	to_unrounded	to_open	to_back			
ɵ̞ɯ̽	from_rounded	from_mid	from_central	to_unrounded	to_near-close	to_near-back			
ɵ̞e	from_rounded	from_mid	from_central	to_unrounded	to_close-mid	to_front			
ɵ̞u	from_rounded	from_mid	from_central	to_rounded	to_close	to_back			
ɵ̞o	from_rounded	from_mid	from_central	to_rounded	to_close-mid	to_back			
ɵ̞ɜ	from_rounded	from_mid	from_central	to_unrounded	to_open-mid	to_central			
ɵ̞y	from_rounded	from_mid	from_central	to_rounded	to_close	to_front			
ɵ̞ɤ̞	from_rounded	from_mid	from_central	to_unrounded	to_mid	to_back			
ɵ̞ʊ	from_rounded	from_mid	from_central	to_rounded	to_near-close	to_near-back			
ɵ̞ɶ	from_rounded	from_mid	from_central	to_rounded	to_open	to_front			
ɵ̞ɨ	from_rounded	from_mid	from_central	to_unrounded	to_close	to_central			
ɵ̞ø̞	from_rounded	from_mid	from_central	to_rounded	to_mid	to_front			
ɵ̞ɐ	from_rounded	from_mid	from_central	to_unrounded	to_nearly-open	to_central			
ɵ̞œ	from_rounded	from_mid	from_central	to_rounded	to_open-mid	to_front			
ɵ̞ø	from_rounded	from_mid	from_central	to_rounded	to_close-mid	to_front			
ɵ̞ʊ̈	from_rounded	from_mid	from_central	to_rounded	to_near-close	to_central			
ɵ̞i	from_rounded	from_mid	from_central	to_unrounded	to_close	to_front			
ɵ̞ɛ	from_rounded	from_mid	from_central	to_unrounded	to_open-mid	to_front			
ɵ̞ɒ	from_rounded	from_mid	from_central	to_rounded	to_open	to_back			
ɵ̞a	from_rounded	from_mid	from_central	to_unrounded	to_open	to_front			
ɵ̞o̞	from_rounded	from_mid	from_central	to_rounded	to_mid	to_back			
ɵ̞ʌ	from_rounded	from_mid	from_central	to_unrounded	to_open-mid	to_back			
ɵ̞ɪ	from_rounded	from_mid	from_central	to_unrounded	to_near-close	to_near-front			
ɵ̞ə	from_rounded	from_mid	from_central	to_unrounded	to_mid	to_central			
ɵ̞ʏ	from_rounded	from_mid	from_central	to_rounded	to_near-close	to_near-front			
ɵ̞ɔ	from_rounded	from_mid	from_central	to_rounded	to_open-mid	to_back			
ɵ̞ɵ	from_rounded	from_mid	from_central	to_rounded	to_close-mid	to_central			
ɵ̞ɘ	from_rounded	from_mid	from_central	to_unrounded	to_close-mid	to_central			
ɵ̞ɯ	from_rounded	from_mid	from_central	to_unrounded	to_close	to_back			
ɵ̞e̞	from_rounded	from_mid	from_central	to_unrounded	to_mid	to_front			
yɞ̞	from_rounded	from_close	from_front	to_rounded	to_near-open	to_central			
yæ	from_rounded	from_close	from_front	to_unrounded	to_nearly-open	to_front			
yɞ	from_rounded	from_close	from_front	to_rounded	to_open-mid	to_central			
yɪ̈	from_rounded	from_close	from_front	to_unrounded	to_near-close	to_central			
yɤ	from_rounded	from_close	from_front	to_unrounded	to_close-mid	to_back			
yʉ	from_rounded	from_close	from_front	to_rounded	to_close	to_central			
yɑ	from_rounded	from_close	from_front	to_unrounded	to_open	to_back			
yɯ̽	from_rounded	from_close	from_front	to_unrounded	to_near-close	to_near-back			
ye	from_rounded	from_close	from_front	to_unrounded	to_close-mid	to_front			
yu	from_rounded	from_close	from_front	to_rounded	to_close	to_back			
yo	from_rounded	from_close	from_front	to_rounded	to_close-mid	to_back			
yɜ	from_rounded	from_close	from_front	to_unrounded	to_open-mid	to_central			
yɵ̞	from_rounded	from_close	from_front	to_rounded	to_mid	to_central			
yɤ̞	from_rounded	from_close	from_front	to_unrounded	to_mid	to_back			
yʊ	from_rounded	from_close	from_front	to_rounded	to_near-close	to_near-back			
yɶ	from_rounded	from_close	from_front	to_rounded	to_open	to_front			
yɨ	from_rounded	from_close	from_front	to_unrounded	to_close	to_central			
yø̞	from_rounded	from_close	from_front	to_rounded	to_mid	to_front			
yɐ	from_rounded	from_close	from_front	to_unrounded	to_nearly-open	to_central			
yœ	from_rounded	from_close	from_front	to_rounded	to_open-mid	to_front			
yø	from_rounded	from_close	from_front	to_rounded	to_close-mid	to_front			
yʊ̈	from_rounded	from_close	from_front	to_rounded	to_near-close	to_central			
yi	from_rounded	from_close	from_front	to_unrounded	to_close	to_front			
yɛ	from_rounded	from_close	from_front	to_unrounded	to_open-mid	to_front			
yɒ	from_rounded	from_close	from_front	to_rounded	to_open	to_back			
ya	from_rounded	from_close	from_front	to_unrounded	to_open	to_front			
yo̞	from_rounded	from_close	from_front	to_rounded	to_mid	to_back			
yʌ	from_rounded	from_close	from_front	to_unrounded	to_open-mid	to_back			
yɪ	from_rounded	from_close	from_front	to_unrounded	to_near-close	to_near-front			
yə	from_rounded	from_close	from_front	to_unrounded	to_mid	to_central			
yʏ	from_rounded	from_close	from_front	to_rounded	to_near-close	to_near-front			
yɔ	from_rounded	from_close	from_front	to_rounded	to_open-mid	to_back			
yɵ	from_rounded	from_close	from_front	to_rounded	to_close-mid	to_central			
yɘ	from_rounded	from_close	from_front	to_unrounded	to_close-mid	to_central			
yɯ	from_rounded	from_close	from_front	to_unrounded	to_close	to_back			
ye̞	from_rounded	from_close	from_front	to_unrounded	to_mid	to_front			
ɤ̞ɞ̞	from_unrounded	from_mid	from_back	to_rounded	to_near-open	to_central			
ɤ̞æ	from_unrounded	from_mid	from_back	to_unrounded	to_nearly-open	to_front			
ɤ̞ɞ	from_unrounded	from_mid	from_back	to_rounded	to_open-mid	to_central			
ɤ̞ɪ̈	from_unrounded	from_mid	from_back	to_unrounded	to_near-close	to_central			
ɤ̞ɤ	from_unrounded	from_mid	from_back	to_unrounded	to_close-mid	to_back			
ɤ̞ʉ	from_unrounded	from_mid	from_back	to_rounded	to_close	to_central			
ɤ̞ɑ	from_unrounded	from_mid	from_back	to_unrounded	to_open	to_back			
ɤ̞ɯ̽	from_unrounded	from_mid	from_back	to_unrounded	to_near-close	to_near-back			
ɤ̞e	from_unrounded	from_mid	from_back	to_unrounded	to_close-mid	to_front			
ɤ̞u	from_unrounded	from_mid	from_back	to_rounded	to_close	to_back			
ɤ̞o	from_unrounded	from_mid	from_back	to_rounded	to_close-mid	to_back			
ɤ̞ɜ	from_unrounded	from_mid	from_back	to_unrounded	to_open-mid	to_central			
ɤ̞ɵ̞	from_unrounded	from_mid	from_back	to_rounded	to_mid	to_central			
ɤ̞y	from_unrounded	from_mid	from_back	to_rounded	to_close	to_front			
ɤ̞ʊ	from_unrounded	from_mid	from_back	to_rounded	to_near-close	to_near-back			
ɤ̞ɶ	from_unrounded	from_mid	from_back	to_rounded	to_open	to_front			
ɤ̞ɨ	from_unrounded	from_mid	from_back	to_unrounded	to_close	to_central			
ɤ̞ø̞	from_unrounded	from_mid	from_back	to_rounded	to_mid	to_front			
ɤ̞ɐ	from_unrounded	from_mid	from_back	to_unrounded	to_nearly-open	to_central			
ɤ̞œ	from_unrounded	from_mid	from_back	to_rounded	to_open-mid	to_front			
ɤ̞ø	from_unrounded	from_mid	from_back	to_rounded	to_close-mid	to_front			
ɤ̞ʊ̈	from_unrounded	from_mid	from_back	to_rounded	to_near-close	to_central			
ɤ̞i	from_unrounded	from_mid	from_back	to_unrounded	to_close	to_front			
ɤ̞ɛ	from_unrounded	from_mid	from_back	to_unrounded	to_open-mid	to_front			
ɤ̞ɒ	from_unrounded	from_mid	from_back	to_rounded	to_open	to_back			
ɤ̞a	from_unrounded	from_mid	from_back	to_unrounded	to_open	to_front			
ɤ̞o̞	from_unrounded	from_mid	from_back	to_rounded	to_mid	to_back			
ɤ̞ʌ	from_unrounded	from_mid	from_back	to_unrounded	to_open-mid	to_back			
ɤ̞ɪ	from_unrounded	from_mid	from_back	to_unrounded	to_near-close	to_near-front			
ɤ̞ə	from_unrounded	from_mid	from_back	to_unrounded	to_mid	to_central			
ɤ̞ʏ	from_unrounded	from_mid	from_back	to_rounded	to_near-close	to_near-front			
ɤ̞ɔ	from_unrounded	from_mid	from_back	to_rounded	to_open-mid	to_back			
ɤ̞ɵ	from_unrounded	from_mid	from_back	to_rounded	to_close-mid	to_central			
ɤ̞ɘ	from_unrounded	from_mid	from_back	to_unrounded	to_close-mid	to_central			
ɤ̞ɯ	from_unrounded	from_mid	from_back	to_unrounded	to_close	to_back			
ɤ̞e̞	from_unrounded	from_mid	from_back	to_unrounded	to_mid	to_front			
ʊɞ̞	from_rounded	from_near-close	from_near-back	to_rounded	to_near-open	to_central			
ʊæ	from_rounded	from_near-close	from_near-back	to_unrounded	to_nearly-open	to_front			
ʊɞ	from_rounded	from_near-close	from_near-back	to_rounded	to_open-mid	to_central			
ʊɪ̈	from_rounded	from_near-close	from_near-back	to_unrounded	to_near-close	to_central			
ʊɤ	from_rounded	from_near-close	from_near-back	to_unrounded	to_close-mid	to_back			
ʊʉ	from_rounded	from_near-close	from_near-back	to_rounded	to_close	to_central			
ʊɑ	from_rounded	from_near-close	from_near-back	to_unrounded	to_open	to_back			
ʊɯ̽	from_rounded	from_near-close	from_near-back	to_unrounded	to_near-close	to_near-back			
ʊe	from_rounded	from_near-close	from_near-back	to_unrounded	to_close-mid	to_front			
ʊu	from_rounded	from_near-close	from_near-back	to_rounded	to_close	to_back			
ʊo	from_rounded	from_near-close	from_near-back	to_rounded	to_close-mid	to_back			
ʊɜ	from_rounded	from_near-close	from_near-back	to_unrounded	to_open-mid	to_central			
ʊɵ̞	from_rounded	from_near-close	from_near-back	to_rounded	to_mid	to_central			
ʊy	from_rounded	from_near-close	from_near-back	to_rounded	to_close	to_front			
ʊɤ̞	from_rounded	from_near-close	from_near-back	to_unrounded	to_mid	to_back			
ʊɶ	from_rounded	from_near-close	from_near-back	to_rounded	to_open	to_front			
ʊɨ	from_rounded	from_near-close	from_near-back	to_unrounded	to_close	to_central			
ʊø̞	from_rounded	from_near-close	from_near-back	to_rounded	to_mid	to_front			
ʊɐ	from_rounded	from_near-close	from_near-back	to_unrounded	to_nearly-open	to_central			
ʊœ	from_rounded	from_near-close	from_near-back	to_rounded	to_open-mid	to_front			
ʊø	from_rounded	from_near-close	from_near-back	to_rounded	to_close-mid	to_front			
ʊʊ̈	from_rounded	from_near-close	from_near-back	to_rounded	to_near-close	to_central			
ʊi	from_rounded	from_near-close	from_near-back	to_unrounded	to_close	to_front			
ʊɛ	from_rounded	from_near-close	from_near-back	to_unrounded	to_open-mid	to_front			
ʊɒ	from_rounded	from_near-close	from_near-back	to_rounded	to_open	to_back			
ʊa	from_rounded	from_near-close	from_near-back	to_unrounded	to_open	to_front			
ʊo̞	from_rounded	from_near-close	from_near-back	to_rounded	to_mid	to_back			
ʊʌ	from_rounded	from_near-close	from_near-back	to_unrounded	to_open-mid	to_back			
ʊɪ	from_rounded	from_near-close	from_near-back	to_unrounded	to_near-close	to_near-front			
ʊə	from_rounded	from_near-close	from_near-back	to_unrounded	to_mid	to_central			
ʊʏ	from_rounded	from_near-close	from_near-back	to_rounded	to_near-close	to_near-front			
ʊɔ	from_rounded	from_near-close	from_near-back	to_rounded	to_open-mid	to_back			
ʊɵ	from_rounded	from_near-close	from_near-back	to_rounded	to_close-mid	to_central			
ʊɘ	from_rounded	from_near-close	from_near-back	to_unrounded	to_close-mid	to_central			
ʊɯ	from_rounded	from_near-close	from_near-back	to_unrounded	to_close	to_back			
ʊe̞	from_rounded	from_near-close	from_near-back	to_unrounded	to_mid	to_front			
ɶɞ̞	from_rounded	from_open	from_front	to_rounded	to_near-open	to_central			
ɶæ	from_rounded	from_open	from_front	to_unrounded	to_nearly-open	to_front			
ɶɞ	from_rounded	from_open	from_front	to_rounded	to_open-mid	to_central			
ɶɪ̈	from_rounded	from_open	from_front	to_unrounded	to_near-close	to_central			
ɶɤ	from_rounded	from_open	from_front	to_unrounded	to_close-mid	to_back			
ɶʉ	from_rounded	from_open	from_front	to_rounded	to_close	to_central			
ɶɑ	from_rounded	from_open	from_front	to_unrounded	to_open	to_back			
ɶɯ̽	from_rounded	from_open	from_front	to_unrounded	to_near-close	to_near-back			
ɶe	from_rounded	from_open	from_front	to_unrounded	to_close-mid	to_front			
ɶu	from_rounded	from_open	from_front	to_rounded	to_close	to_back			
ɶo	from_rounded	from_open	from_front	to_rounded	to_close-mid	to_back			
ɶɜ	from_rounded	from_open	from_front	to_unrounded	to_open-mid	to_central			
ɶɵ̞	from_rounded	from_open	from_front	to_rounded	to_mid	to_central			
ɶy	from_rounded	from_open	from_front	to_rounded	to_close	to_front			
ɶɤ̞	from_rounded	from_open	from_front	to_unrounded	to_mid	to_back			
ɶʊ	from_rounded	from_open	from_front	to_rounded	to_near-close	to_near-back			
ɶɨ	from_rounded	from_open	from_front	to_unrounded	to_close	to_central			
ɶø̞	from_rounded	from_open	from_front	to_rounded	to_mid	to_front			
ɶɐ	from_rounded	from_open	from_front	to_unrounded	to_nearly-open	to_central			
ɶœ	from_rounded	from_open	from_front	to_rounded	to_open-mid	to_front			
ɶø	from_rounded	from_open	from_front	to_rounded	to_close-mid	to_front			
ɶʊ̈	from_rounded	from_open	from_front	to_rounded	to_near-close	to_central			
ɶi	from_rounded	from_open	from_front	to_unrounded	to_close	to_front			
ɶɛ	from_rounded	from_open	from_front	to_unrounded	to_open-mid	to_front			
ɶɒ	from_rounded	from_open	from_front	to_rounded	to_open	to_back			
ɶa	from_rounded	from_open	from_front	to_unrounded	to_open	to_front			
ɶo̞	from_rounded	from_open	from_front	to_rounded	to_mid	to_back			
ɶʌ	from_rounded	from_open	from_front	to_unrounded	to_open-mid	to_back			
ɶɪ	from_rounded	from_open	from_front	to_unrounded	to_near-close	to_near-front			
ɶə	from_rounded	from_open	from_front	to_unrounded	to_mid	to_central			
ɶʏ	from_rounded	from_open	from_front	to_rounded	to_near-close	to_near-front			
