GRAPHEME	FROM_PHONATION	FROM_PLACE	FROM_MANNER	TO_PHONATION	TO_PLACE	TO_MANNER	ALIAS	EXTRA	NOTE
ɢg̈	from_voiced	from_uvular	from_plosive	to_breathy-voiced	to_velar	to_plosive			
ɢg̊	from_voiced	from_uvular	from_plosive	to_devoiced	to_velar	to_plosive			
ɢk	from_voiced	from_uvular	from_plosive	to_voiceless	to_velar	to_plosive			
ɢkʼ	from_voiced	from_uvular	from_plosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
ɢp	from_voiced	from_uvular	from_plosive	to_voiceless	to_bilabial	to_plosive			
ɢpʼ	from_voiced	from_uvular	from_plosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
ɢq	from_voiced	from_uvular	from_plosive	to_voiceless	to_uvular	to_plosive			
ɢqʼ	from_voiced	from_uvular	from_plosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
ɢt	from_voiced	from_uvular	from_plosive	to_voiceless	to_alveolar	to_plosive			
ɢtʼ	from_voiced	from_uvular	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
ɢt̠	from_voiced	from_uvular	from_plosive	to_voiceless	to_postalveolar	to_plosive			
ɢt̪	from_voiced	from_uvular	from_plosive	to_voiceless	to_dental	to_plosive			
ɢt̻	from_voiced	from_uvular	from_plosive	to_voiceless	to_lamino-dental	to_plosive			
ɢɓ	from_voiced	from_uvular	from_plosive	to_voiced	to_bilabial	to_implosive			
ɢɖ	from_voiced	from_uvular	from_plosive	to_voiced	to_retroflex	to_plosive			
ɢɖ̤	from_voiced	from_uvular	from_plosive	to_breathy-voiced	to_retroflex	to_plosive			
ɢɗ	from_voiced	from_uvular	from_plosive	to_voiced	to_dental	to_implosive			
ɢɟ	from_voiced	from_uvular	from_plosive	to_voiced	to_palatal	to_plosive			
ɢɠ	from_voiced	from_uvular	from_plosive	to_voiced	to_velar	to_implosive			
ɢʄ	from_voiced	from_uvular	from_plosive	to_voiced	to_palatal	to_implosive			
ɢʈ	from_voiced	from_uvular	from_plosive	to_voiceless	to_retroflex	to_plosive			
ɢʔ	from_voiced	from_uvular	from_plosive	to_voiceless	to_glottal	to_plosive			
ɢʛ	from_voiced	from_uvular	from_plosive	to_voiced	to_uvular	to_implosive			
ɢʛ̥	from_voiced	from_uvular	from_plosive	to_voiceless	to_uvular	to_implosive			
ɢʡ	from_voiced	from_uvular	from_plosive	to_voiceless	to_epiglottal	to_plosive			
ʄb	from_voiced	from_palatal	from_implosive	to_voiced	to_bilabial	to_plosive			
ʄb̤	from_voiced	from_palatal	from_implosive	to_breathy-voiced	to_bilabial	to_plosive			
ʄb̥	from_voiced	from_palatal	from_implosive	to_devoiced	to_bilabial	to_plosive			
ʄc	from_voiced	from_palatal	from_implosive	to_voiceless	to_palatal	to_plosive			
ʄcʼ	from_voiced	from_palatal	from_implosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
ʄd	from_voiced	from_palatal	from_implosive	to_voiced	to_alveolar	to_plosive			
ʄd̠	from_voiced	from_palatal	from_implosive	to_voiced	to_postalveolar	to_plosive			
ʄd̤	from_voiced	from_palatal	from_implosive	to_breathy-voiced	to_alveolar	to_plosive			
ʄd̪	from_voiced	from_palatal	from_implosive	to_voiced	to_dental	to_plosive			
ʄd̪̈	from_voiced	from_palatal	from_implosive	to_breathy-voiced	to_dental	to_plosive			
ʄd̰	from_voiced	from_palatal	from_implosive	to_creaky-voiced	to_alveolar	to_plosive			
ʄd̻	from_voiced	from_palatal	from_implosive	to_voiced	to_lamino-dental	to_plosive			
ʄg	from_voiced	from_palatal	from_implosive	to_voiced	to_velar	to_plosive			
ʄg̈	from_voiced	from_palatal	from_implosive	to_breathy-voiced	to_velar	to_plosive			
ʄg̊	from_voiced	from_palatal	from_implosive	to_devoiced	to_velar	to_plosive			
ʄk	from_voiced	from_palatal	from_implosive	to_voiceless	to_velar	to_plosive			
ʄkʼ	from_voiced	from_palatal	from_implosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
ʄp	from_voiced	from_palatal	from_implosive	to_voiceless	to_bilabial	to_plosive			
ʄpʼ	from_voiced	from_palatal	from_implosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
ʄq	from_voiced	from_palatal	from_implosive	to_voiceless	to_uvular	to_plosive			
ʄqʼ	from_voiced	from_palatal	from_implosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
ʄt	from_voiced	from_palatal	from_implosive	to_voiceless	to_alveolar	to_plosive			
ʄtʼ	from_voiced	from_palatal	from_implosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
ʄt̠	from_voiced	from_palatal	from_implosive	to_voiceless	to_postalveolar	to_plosive			
ʄt̪	from_voiced	from_palatal	from_implosive	to_voiceless	to_dental	to_plosive			
ʄt̻	from_voiced	from_palatal	from_implosive	to_voiceless	to_lamino-dental	to_plosive			
ʄɓ	from_voiced	from_palatal	from_implosive	to_voiced	to_bilabial	to_implosive			
ʄɖ	from_voiced	from_palatal	from_implosive	to_voiced	to_retroflex	to_plosive			
ʄɖ̤	from_voiced	from_palatal	from_implosive	to_breathy-voiced	to_retroflex	to_plosive			
ʄɗ	from_voiced	from_palatal	from_implosive	to_voiced	to_dental	to_implosive			
ʄɟ	from_voiced	from_palatal	from_implosive	to_voiced	to_palatal	to_plosive			
ʄɠ	from_voiced	from_palatal	from_implosive	to_voiced	to_velar	to_implosive			
ʄɢ	from_voiced	from_palatal	from_implosive	to_voiced	to_uvular	to_plosive			
ʄʈ	from_voiced	from_palatal	from_implosive	to_voiceless	to_retroflex	to_plosive			
ʄʔ	from_voiced	from_palatal	from_implosive	to_voiceless	to_glottal	to_plosive			
ʄʛ	from_voiced	from_palatal	from_implosive	to_voiced	to_uvular	to_implosive			
ʄʛ̥	from_voiced	from_palatal	from_implosive	to_voiceless	to_uvular	to_implosive			
ʄʡ	from_voiced	from_palatal	from_implosive	to_voiceless	to_epiglottal	to_plosive			
ʈb	from_voiceless	from_retroflex	from_plosive	to_voiced	to_bilabial	to_plosive			
ʈb̤	from_voiceless	from_retroflex	from_plosive	to_breathy-voiced	to_bilabial	to_plosive			
ʈb̥	from_voiceless	from_retroflex	from_plosive	to_devoiced	to_bilabial	to_plosive			
ʈc	from_voiceless	from_retroflex	from_plosive	to_voiceless	to_palatal	to_plosive			
ʈcʼ	from_voiceless	from_retroflex	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
ʈd	from_voiceless	from_retroflex	from_plosive	to_voiced	to_alveolar	to_plosive			
ʈd̠	from_voiceless	from_retroflex	from_plosive	to_voiced	to_postalveolar	to_plosive			
ʈd̤	from_voiceless	from_retroflex	from_plosive	to_breathy-voiced	to_alveolar	to_plosive			
ʈd̪	from_voiceless	from_retroflex	from_plosive	to_voiced	to_dental	to_plosive			
ʈd̪̈	from_voiceless	from_retroflex	from_plosive	to_breathy-voiced	to_dental	to_plosive			
ʈd̰	from_voiceless	from_retroflex	from_plosive	to_creaky-voiced	to_alveolar	to_plosive			
ʈd̻	from_voiceless	from_retroflex	from_plosive	to_voiced	to_lamino-dental	to_plosive			
ʈg	from_voiceless	from_retroflex	from_plosive	to_voiced	to_velar	to_plosive			
ʈg̈	from_voiceless	from_retroflex	from_plosive	to_breathy-voiced	to_velar	to_plosive			
ʈg̊	from_voiceless	from_retroflex	from_plosive	to_devoiced	to_velar	to_plosive			
ʈk	from_voiceless	from_retroflex	from_plosive	to_voiceless	to_velar	to_plosive			
ʈkʼ	from_voiceless	from_retroflex	from_plosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
ʈp	from_voiceless	from_retroflex	from_plosive	to_voiceless	to_bilabial	to_plosive			
ʈpʼ	from_voiceless	from_retroflex	from_plosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
ʈq	from_voiceless	from_retroflex	from_plosive	to_voiceless	to_uvular	to_plosive			
ʈqʼ	from_voiceless	from_retroflex	from_plosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
ʈt	from_voiceless	from_retroflex	from_plosive	to_voiceless	to_alveolar	to_plosive			
ʈtʼ	from_voiceless	from_retroflex	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
ʈt̠	from_voiceless	from_retroflex	from_plosive	to_voiceless	to_postalveolar	to_plosive			
ʈt̪	from_voiceless	from_retroflex	from_plosive	to_voiceless	to_dental	to_plosive			
ʈt̻	from_voiceless	from_retroflex	from_plosive	to_voiceless	to_lamino-dental	to_plosive			
ʈɓ	from_voiceless	from_retroflex	from_plosive	to_voiced	to_bilabial	to_implosive			
ʈɖ	from_voiceless	from_retroflex	from_plosive	to_voiced	to_retroflex	to_plosive			
ʈɖ̤	from_voiceless	from_retroflex	from_plosive	to_breathy-voiced	to_retroflex	to_plosive			
ʈɗ	from_voiceless	from_retroflex	from_plosive	to_voiced	to_dental	to_implosive			
ʈɟ	from_voiceless	from_retroflex	from_plosive	to_voiced	to_palatal	to_plosive			
ʈɠ	from_voiceless	from_retroflex	from_plosive	to_voiced	to_velar	to_implosive			
ʈɢ	from_voiceless	from_retroflex	from_plosive	to_voiced	to_uvular	to_plosive			
ʈʄ	from_voiceless	from_retroflex	from_plosive	to_voiced	to_palatal	to_implosive			
ʈʔ	from_voiceless	from_retroflex	from_plosive	to_voiceless	to_glottal	to_plosive			
ʈʛ	from_voiceless	from_retroflex	from_plosive	to_voiced	to_uvular	to_implosive			
ʈʛ̥	from_voiceless	from_retroflex	from_plosive	to_voiceless	to_uvular	to_implosive			
ʈʡ	from_voiceless	from_retroflex	from_plosive	to_voiceless	to_epiglottal	to_plosive			
ʔb	from_voiceless	from_glottal	from_plosive	to_voiced	to_bilabial	to_plosive			
ʔb̤	from_voiceless	from_glottal	from_plosive	to_breathy-voiced	to_bilabial	to_plosive			
ʔb̥	from_voiceless	from_glottal	from_plosive	to_devoiced	to_bilabial	to_plosive			
ʔc	from_voiceless	from_glottal	from_plosive	to_voiceless	to_palatal	to_plosive			
ʔcʼ	from_voiceless	from_glottal	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
ʔd	from_voiceless	from_glottal	from_plosive	to_voiced	to_alveolar	to_plosive			
ʔd̠	from_voiceless	from_glottal	from_plosive	to_voiced	to_postalveolar	to_plosive			
ʔd̤	from_voiceless	from_glottal	from_plosive	to_breathy-voiced	to_alveolar	to_plosive			
ʔd̪	from_voiceless	from_glottal	from_plosive	to_voiced	to_dental	to_plosive			
ʔd̪̈	from_voiceless	from_glottal	from_plosive	to_breathy-voiced	to_dental	to_plosive			
ʔd̰	from_voiceless	from_glottal	from_plosive	to_creaky-voiced	to_alveolar	to_plosive			
ʔd̻	from_voiceless	from_glottal	from_plosive	to_voiced	to_lamino-dental	to_plosive			
ʔg	from_voiceless	from_glottal	from_plosive	to_voiced	to_velar	to_plosive			
ʔg̈	from_voiceless	from_glottal	from_plosive	to_breathy-voiced	to_velar	to_plosive			
ʔg̊	from_voiceless	from_glottal	from_plosive	to_devoiced	to_velar	to_plosive			
ʔk	from_voiceless	from_glottal	from_plosive	to_voiceless	to_velar	to_plosive			
ʔkʼ	from_voiceless	from_glottal	from_plosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
ʔp	from_voiceless	from_glottal	from_plosive	to_voiceless	to_bilabial	to_plosive			
ʔpʼ	from_voiceless	from_glottal	from_plosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
ʔq	from_voiceless	from_glottal	from_plosive	to_voiceless	to_uvular	to_plosive			
ʔqʼ	from_voiceless	from_glottal	from_plosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
ʔt	from_voiceless	from_glottal	from_plosive	to_voiceless	to_alveolar	to_plosive			
ʔtʼ	from_voiceless	from_glottal	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
ʔt̠	from_voiceless	from_glottal	from_plosive	to_voiceless	to_postalveolar	to_plosive			
ʔt̪	from_voiceless	from_glottal	from_plosive	to_voiceless	to_dental	to_plosive			
ʔt̻	from_voiceless	from_glottal	from_plosive	to_voiceless	to_lamino-dental	to_plosive			
ʔɓ	from_voiceless	from_glottal	from_plosive	to_voiced	to_bilabial	to_implosive			
ʔɖ	from_voiceless	from_glottal	from_plosive	to_voiced	to_retroflex	to_plosive			
ʔɖ̤	from_voiceless	from_glottal	from_plosive	to_breathy-voiced	to_retroflex	to_plosive			
ʔɗ	from_voiceless	from_glottal	from_plosive	to_voiced	to_dental	to_implosive			
ʔɟ	from_voiceless	from_glottal	from_plosive	to_voiced	to_palatal	to_plosive			
ʔɠ	from_voiceless	from_glottal	from_plosive	to_voiced	to_velar	to_implosive			
ʔɢ	from_voiceless	from_glottal	from_plosive	to_voiced	to_uvular	to_plosive			
ʔʄ	from_voiceless	from_glottal	from_plosive	to_voiced	to_palatal	to_implosive			
ʔʈ	from_voiceless	from_glottal	from_plosive	to_voiceless	to_retroflex	to_plosive			
ʔʛ	from_voiceless	from_glottal	from_plosive	to_voiced	to_uvular	to_implosive			
ʔʛ̥	from_voiceless	from_glottal	from_plosive	to_voiceless	to_uvular	to_implosive			
ʔʡ	from_voiceless	from_glottal	from_plosive	to_voiceless	to_epiglottal	to_plosive			
ʛb	from_voiced	from_uvular	from_implosive	to_voiced	to_bilabial	to_plosive			
ʛb̤	from_voiced	from_uvular	from_implosive	to_breathy-voiced	to_bilabial	to_plosive			
ʛb̥	from_voiced	from_uvular	from_implosive	to_devoiced	to_bilabial	to_plosive			
ʛc	from_voiced	from_uvular	from_implosive	to_voiceless	to_palatal	to_plosive			
ʛcʼ	from_voiced	from_uvular	from_implosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
ʛd	from_voiced	from_uvular	from_implosive	to_voiced	to_alveolar	to_plosive			
ʛd̠	from_voiced	from_uvular	from_implosive	to_voiced	to_postalveolar	to_plosive			
ʛd̤	from_voiced	from_uvular	from_implosive	to_breathy-voiced	to_alveolar	to_plosive			
ʛd̪	from_voiced	from_uvular	from_implosive	to_voiced	to_dental	to_plosive			
ʛd̪̈	from_voiced	from_uvular	from_implosive	to_breathy-voiced	to_dental	to_plosive			
ʛd̰	from_voiced	from_uvular	from_implosive	to_creaky-voiced	to_alveolar	to_plosive			
ʛd̻	from_voiced	from_uvular	from_implosive	to_voiced	to_lamino-dental	to_plosive			
ʛg	from_voiced	from_uvular	from_implosive	to_voiced	to_velar	to_plosive			
ʛg̈	from_voiced	from_uvular	from_implosive	to_breathy-voiced	to_velar	to_plosive			
ʛg̊	from_voiced	from_uvular	from_implosive	to_devoiced	to_velar	to_plosive			
ʛk	from_voiced	from_uvular	from_implosive	to_voiceless	to_velar	to_plosive			
ʛkʼ	from_voiced	from_uvular	from_implosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
ʛp	from_voiced	from_uvular	from_implosive	to_voiceless	to_bilabial	to_plosive			
ʛpʼ	from_voiced	from_uvular	from_implosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
ʛq	from_voiced	from_uvular	from_implosive	to_voiceless	to_uvular	to_plosive			
ʛqʼ	from_voiced	from_uvular	from_implosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
ʛt	from_voiced	from_uvular	from_implosive	to_voiceless	to_alveolar	to_plosive			
ʛtʼ	from_voiced	from_uvular	from_implosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
ʛt̠	from_voiced	from_uvular	from_implosive	to_voiceless	to_postalveolar	to_plosive			
ʛt̪	from_voiced	from_uvular	from_implosive	to_voiceless	to_dental	to_plosive			
ʛt̻	from_voiced	from_uvular	from_implosive	to_voiceless	to_lamino-dental	to_plosive			
ʛɓ	from_voiced	from_uvular	from_implosive	to_voiced	to_bilabial	to_implosive			
ʛɖ	from_voiced	from_uvular	from_implosive	to_voiced	to_retroflex	to_plosive			
ʛɖ̤	from_voiced	from_uvular	from_implosive	to_breathy-voiced	to_retroflex	to_plosive			
ʛɗ	from_voiced	from_uvular	from_implosive	to_voiced	to_dental	to_implosive			
ʛɟ	from_voiced	from_uvular	from_implosive	to_voiced	to_palatal	to_plosive			
ʛɠ	from_voiced	from_uvular	from_implosive	to_voiced	to_velar	to_implosive			
ʛɢ	from_voiced	from_uvular	from_implosive	to_voiced	to_uvular	to_plosive			
ʛʄ	from_voiced	from_uvular	from_implosive	to_voiced	to_palatal	to_implosive			
ʛʈ	from_voiced	from_uvular	from_implosive	to_voiceless	to_retroflex	to_plosive			
ʛʔ	from_voiced	from_uvular	from_implosive	to_voiceless	to_glottal	to_plosive			
ʛʛ̥	from_voiced	from_uvular	from_implosive	to_voiceless	to_uvular	to_implosive			
ʛʡ	from_voiced	from_uvular	from_implosive	to_voiceless	to_epiglottal	to_plosive			
ʛ̥b	from_voiceless	from_uvular	from_implosive	to_voiced	to_bilabial	to_plosive			
ʛ̥b̤	from_voiceless	from_uvular	from_implosive	to_breathy-voiced	to_bilabial	to_plosive			
ʛ̥b̥	from_voiceless	from_uvular	from_implosive	to_devoiced	to_bilabial	to_plosive			
ʛ̥c	from_voiceless	from_uvular	from_implosive	to_voiceless	to_palatal	to_plosive			
ʛ̥cʼ	from_voiceless	from_uvular	from_implosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
ʛ̥d	from_voiceless	from_uvular	from_implosive	to_voiced	to_alveolar	to_plosive			
ʛ̥d̠	from_voiceless	from_uvular	from_implosive	to_voiced	to_postalveolar	to_plosive			
ʛ̥d̤	from_voiceless	from_uvular	from_implosive	to_breathy-voiced	to_alveolar	to_plosive			
ʛ̥d̪	from_voiceless	from_uvular	from_implosive	to_voiced	to_dental	to_plosive			
ʛ̥d̪̈	from_voiceless	from_uvular	from_implosive	to_breathy-voiced	to_dental	to_plosive			
ʛ̥d̰	from_voiceless	from_uvular	from_implosive	to_creaky-voiced	to_alveolar	to_plosive			
ʛ̥d̻	from_voiceless	from_uvular	from_implosive	to_voiced	to_lamino-dental	to_plosive			
ʛ̥g	from_voiceless	from_uvular	from_implosive	to_voiced	to_velar	to_plosive			
ʛ̥g̈	from_voiceless	from_uvular	from_implosive	to_breathy-voiced	to_velar	to_plosive			
ʛ̥g̊	from_voiceless	from_uvular	from_implosive	to_devoiced	to_velar	to_plosive			
ʛ̥k	from_voiceless	from_uvular	from_implosive	to_voiceless	to_velar	to_plosive			
ʛ̥kʼ	from_voiceless	from_uvular	from_implosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
ʛ̥p	from_voiceless	from_uvular	from_implosive	to_voiceless	to_bilabial	to_plosive			
ʛ̥pʼ	from_voiceless	from_uvular	from_implosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
ʛ̥q	from_voiceless	from_uvular	from_implosive	to_voiceless	to_uvular	to_plosive			
ʛ̥qʼ	from_voiceless	from_uvular	from_implosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
ʛ̥t	from_voiceless	from_uvular	from_implosive	to_voiceless	to_alveolar	to_plosive			
ʛ̥tʼ	from_voiceless	from_uvular	from_implosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
ʛ̥t̠	from_voiceless	from_uvular	from_implosive	to_voiceless	to_postalveolar	to_plosive			
ʛ̥t̪	from_voiceless	from_uvular	from_implosive	to_voiceless	to_dental	to_plosive			
ʛ̥t̻	from_voiceless	from_uvular	from_implosive	to_voiceless	to_lamino-dental	to_plosive			
ʛ̥ɓ	from_voiceless	from_uvular	from_implosive	to_voiced	to_bilabial	to_implosive			
ʛ̥ɖ	from_voiceless	from_uvular	from_implosive	to_voiced	to_retroflex	to_plosive			
ʛ̥ɖ̤	from_voiceless	from_uvular	from_implosive	to_breathy-voiced	to_retroflex	to_plosive			
ʛ̥ɗ	from_voiceless	from_uvular	from_implosive	to_voiced	to_dental	to_implosive			
ʛ̥ɟ	from_voiceless	from_uvular	from_implosive	to_voiced	to_palatal	to_plosive			
ʛ̥ɠ	from_voiceless	from_uvular	from_implosive	to_voiced	to_velar	to_implosive			
ʛ̥ɢ	from_voiceless	from_uvular	from_implosive	to_voiced	to_uvular	to_plosive			
ʛ̥ʄ	from_voiceless	from_uvular	from_implosive	to_voiced	to_palatal	to_implosive			
ʛ̥ʈ	from_voiceless	from_uvular	from_implosive	to_voiceless	to_retroflex	to_plosive			
ʛ̥ʔ	from_voiceless	from_uvular	from_implosive	to_voiceless	to_glottal	to_plosive			
ʛ̥ʛ	from_voiceless	from_uvular	from_implosive	to_voiced	to_uvular	to_implosive			
ʛ̥ʡ	from_voiceless	from_uvular	from_implosive	to_voiceless	to_epiglottal	to_plosive			
ʡb	from_voiceless	from_epiglottal	from_plosive	to_voiced	to_bilabial	to_plosive			
ʡb̤	from_voiceless	from_epiglottal	from_plosive	to_breathy-voiced	to_bilabial	to_plosive			
ʡb̥	from_voiceless	from_epiglottal	from_plosive	to_devoiced	to_bilabial	to_plosive			
ʡc	from_voiceless	from_epiglottal	from_plosive	to_voiceless	to_palatal	to_plosive			
ʡcʼ	from_voiceless	from_epiglottal	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
ʡd	from_voiceless	from_epiglottal	from_plosive	to_voiced	to_alveolar	to_plosive			
ʡd̠	from_voiceless	from_epiglottal	from_plosive	to_voiced	to_postalveolar	to_plosive			
ʡd̤	from_voiceless	from_epiglottal	from_plosive	to_breathy-voiced	to_alveolar	to_plosive			
ʡd̪	from_voiceless	from_epiglottal	from_plosive	to_voiced	to_dental	to_plosive			
ʡd̪̈	from_voiceless	from_epiglottal	from_plosive	to_breathy-voiced	to_dental	to_plosive			
ʡd̰	from_voiceless	from_epiglottal	from_plosive	to_creaky-voiced	to_alveolar	to_plosive			
ʡd̻	from_voiceless	from_epiglottal	from_plosive	to_voiced	to_lamino-dental	to_plosive			
ʡg	from_voiceless	from_epiglottal	from_plosive	to_voiced	to_velar	to_plosive			
ʡg̈	from_voiceless	from_epiglottal	from_plosive	to_breathy-voiced	to_velar	to_plosive			
ʡg̊	from_voiceless	from_epiglottal	from_plosive	to_devoiced	to_velar	to_plosive			
ʡk	from_voiceless	from_epiglottal	from_plosive	to_voiceless	to_velar	to_plosive			
ʡkʼ	from_voiceless	from_epiglottal	from_plosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
ʡp	from_voiceless	from_epiglottal	from_plosive	to_voiceless	to_bilabial	to_plosive			
ʡpʼ	from_voiceless	from_epiglottal	from_plosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
ʡq	from_voiceless	from_epiglottal	from_plosive	to_voiceless	to_uvular	to_plosive			
ʡqʼ	from_voiceless	from_epiglottal	from_plosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
ʡt	from_voiceless	from_epiglottal	from_plosive	to_voiceless	to_alveolar	to_plosive			
ʡtʼ	from_voiceless	from_epiglottal	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
ʡt̠	from_voiceless	from_epiglottal	from_plosive	to_voiceless	to_postalveolar	to_plosive			
ʡt̪	from_voiceless	from_epiglottal	from_plosive	to_voiceless	to_dental	to_plosive			
ʡt̻	from_voiceless	from_epiglottal	from_plosive	to_voiceless	to_lamino-dental	to_plosive			
ʡɓ	from_voiceless	from_epiglottal	from_plosive	to_voiced	to_bilabial	to_implosive			
ʡɖ	from_voiceless	from_epiglottal	from_plosive	to_voiced	to_retroflex	to_plosive			
ʡɖ̤	from_voiceless	from_epiglottal	from_plosive	to_breathy-voiced	to_retroflex	to_plosive			
ʡɗ	from_voiceless	from_epiglottal	from_plosive	to_voiced	to_dental	to_implosive			
ʡɟ	from_voiceless	from_epiglottal	from_plosive	to_voiced	to_palatal	to_plosive			
ʡɠ	from_voiceless	from_epiglottal	from_plosive	to_voiced	to_velar	to_implosive			
ʡɢ	from_voiceless	from_epiglottal	from_plosive	to_voiced	to_uvular	to_plosive			
ʡʄ	from_voiceless	from_epiglottal	from_plosive	to_voiced	to_palatal	to_implosive			
ʡʈ	from_voiceless	from_epiglottal	from_plosive	to_voiceless	to_retroflex	to_plosive			
ʡʔ	from_voiceless	from_epiglottal	from_plosive	to_voiceless	to_glottal	to_plosive			
ʡʛ	from_voiceless	from_epiglottal	from_plosive	to_voiced	to_uvular	to_implosive			
ʡʛ̥	from_voiceless	from_epiglottal	from_plosive	to_voiceless	to_uvular	to_implosive			
