GRAPHEME	FROM_PHONATION	FROM_PLACE	FROM_MANNER	TO_PHONATION	TO_PLACE	TO_MANNER	ALIAS	EXTRA	NOTE
d̰t	from_creaky-voiced	from_alveolar	from_plosive	to_voiceless	to_alveolar	to_plosive			
d̰tʼ	from_creaky-voiced	from_alveolar	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
d̰t̠	from_creaky-voiced	from_alveolar	from_plosive	to_voiceless	to_postalveolar	to_plosive			
d̰t̪	from_creaky-voiced	from_alveolar	from_plosive	to_voiceless	to_dental	to_plosive			
d̰t̻	from_creaky-voiced	from_alveolar	from_plosive	to_voiceless	to_lamino-dental	to_plosive			
d̰ɓ	from_creaky-voiced	from_alveolar	from_plosive	to_voiced	to_bilabial	to_implosive			
d̰ɖ	from_creaky-voiced	from_alveolar	from_plosive	to_voiced	to_retroflex	to_plosive			
d̰ɖ̤	from_creaky-voiced	from_alveolar	from_plosive	to_breathy-voiced	to_retroflex	to_plosive			
d̰ɗ	from_creaky-voiced	from_alveolar	from_plosive	to_voiced	to_dental	to_implosive			
d̰ɟ	from_creaky-voiced	from_alveolar	from_plosive	to_voiced	to_palatal	to_plosive			
d̰ɠ	from_creaky-voiced	from_alveolar	from_plosive	to_voiced	to_velar	to_implosive			
d̰ɢ	from_creaky-voiced	from_alveolar	from_plosive	to_voiced	to_uvular	to_plosive			
d̰ʄ	from_creaky-voiced	from_alveolar	from_plosive	to_voiced	to_palatal	to_implosive			
d̰ʈ	from_creaky-voiced	from_alveolar	from_plosive	to_voiceless	to_retroflex	to_plosive			
d̰ʔ	from_creaky-voiced	from_alveolar	from_plosive	to_voiceless	to_glottal	to_plosive			
d̰ʛ	from_creaky-voiced	from_alveolar	from_plosive	to_voiced	to_uvular	to_implosive			
d̰ʛ̥	from_creaky-voiced	from_alveolar	from_plosive	to_voiceless	to_uvular	to_implosive			
d̰ʡ	from_creaky-voiced	from_alveolar	from_plosive	to_voiceless	to_epiglottal	to_plosive			
d̻b	from_voiced	from_lamino-dental	from_plosive	to_voiced	to_bilabial	to_plosive			
d̻b̤	from_voiced	from_lamino-dental	from_plosive	to_breathy-voiced	to_bilabial	to_plosive			
d̻b̥	from_voiced	from_lamino-dental	from_plosive	to_devoiced	to_bilabial	to_plosive			
d̻c	from_voiced	from_lamino-dental	from_plosive	to_voiceless	to_palatal	to_plosive			
d̻cʼ	from_voiced	from_lamino-dental	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
d̻d	from_voiced	from_lamino-dental	from_plosive	to_voiced	to_alveolar	to_plosive			
d̻d̠	from_voiced	from_lamino-dental	from_plosive	to_voiced	to_postalveolar	to_plosive			
d̻d̤	from_voiced	from_lamino-dental	from_plosive	to_breathy-voiced	to_alveolar	to_plosive			
d̻d̪	from_voiced	from_lamino-dental	from_plosive	to_voiced	to_dental	to_plosive			
d̻d̪̈	from_voiced	from_lamino-dental	from_plosive	to_breathy-voiced	to_dental	to_plosive			
d̻d̰	from_voiced	from_lamino-dental	from_plosive	to_creaky-voiced	to_alveolar	to_plosive			
d̻g	from_voiced	from_lamino-dental	from_plosive	to_voiced	to_velar	to_plosive			
d̻g̈	from_voiced	from_lamino-dental	from_plosive	to_breathy-voiced	to_velar	to_plosive			
d̻g̊	from_voiced	from_lamino-dental	from_plosive	to_devoiced	to_velar	to_plosive			
d̻k	from_voiced	from_lamino-dental	from_plosive	to_voiceless	to_velar	to_plosive			
d̻kʼ	from_voiced	from_lamino-dental	from_plosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
d̻p	from_voiced	from_lamino-dental	from_plosive	to_voiceless	to_bilabial	to_plosive			
d̻pʼ	from_voiced	from_lamino-dental	from_plosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
d̻q	from_voiced	from_lamino-dental	from_plosive	to_voiceless	to_uvular	to_plosive			
d̻qʼ	from_voiced	from_lamino-dental	from_plosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
d̻t	from_voiced	from_lamino-dental	from_plosive	to_voiceless	to_alveolar	to_plosive			
d̻tʼ	from_voiced	from_lamino-dental	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
d̻t̠	from_voiced	from_lamino-dental	from_plosive	to_voiceless	to_postalveolar	to_plosive			
d̻t̪	from_voiced	from_lamino-dental	from_plosive	to_voiceless	to_dental	to_plosive			
d̻t̻	from_voiced	from_lamino-dental	from_plosive	to_voiceless	to_lamino-dental	to_plosive			
d̻ɓ	from_voiced	from_lamino-dental	from_plosive	to_voiced	to_bilabial	to_implosive			
d̻ɖ	from_voiced	from_lamino-dental	from_plosive	to_voiced	to_retroflex	to_plosive			
d̻ɖ̤	from_voiced	from_lamino-dental	from_plosive	to_breathy-voiced	to_retroflex	to_plosive			
d̻ɗ	from_voiced	from_lamino-dental	from_plosive	to_voiced	to_dental	to_implosive			
d̻ɟ	from_voiced	from_lamino-dental	from_plosive	to_voiced	to_palatal	to_plosive			
d̻ɠ	from_voiced	from_lamino-dental	from_plosive	to_voiced	to_velar	to_implosive			
d̻ɢ	from_voiced	from_lamino-dental	from_plosive	to_voiced	to_uvular	to_plosive			
d̻ʄ	from_voiced	from_lamino-dental	from_plosive	to_voiced	to_palatal	to_implosive			
d̻ʈ	from_voiced	from_lamino-dental	from_plosive	to_voiceless	to_retroflex	to_plosive			
d̻ʔ	from_voiced	from_lamino-dental	from_plosive	to_voiceless	to_glottal	to_plosive			
d̻ʛ	from_voiced	from_lamino-dental	from_plosive	to_voiced	to_uvular	to_implosive			
d̻ʛ̥	from_voiced	from_lamino-dental	from_plosive	to_voiceless	to_uvular	to_implosive			
d̻ʡ	from_voiced	from_lamino-dental	from_plosive	to_voiceless	to_epiglottal	to_plosive			
gb	from_voiced	from_velar	from_plosive	to_voiced	to_bilabial	to_plosive			
gb̤	from_voiced	from_velar	from_plosive	to_breathy-voiced	to_bilabial	to_plosive			
gb̥	from_voiced	from_velar	from_plosive	to_devoiced	to_bilabial	to_plosive			
gc	from_voiced	from_velar	from_plosive	to_voiceless	to_palatal	to_plosive			
gcʼ	from_voiced	from_velar	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
gd	from_voiced	from_velar	from_plosive	to_voiced	to_alveolar	to_plosive			
gd̠	from_voiced	from_velar	from_plosive	to_voiced	to_postalveolar	to_plosive			
gd̤	from_voiced	from_velar	from_plosive	to_breathy-voiced	to_alveolar	to_plosive			
gd̪	from_voiced	from_velar	from_plosive	to_voiced	to_dental	to_plosive			
gd̪̈	from_voiced	from_velar	from_plosive	to_breathy-voiced	to_dental	to_plosive			
gd̰	from_voiced	from_velar	from_plosive	to_creaky-voiced	to_alveolar	to_plosive			
gd̻	from_voiced	from_velar	from_plosive	to_voiced	to_lamino-dental	to_plosive			
gg̈	from_voiced	from_velar	from_plosive	to_breathy-voiced	to_velar	to_plosive			
gg̊	from_voiced	from_velar	from_plosive	to_devoiced	to_velar	to_plosive			
gk	from_voiced	from_velar	from_plosive	to_voiceless	to_velar	to_plosive			
gkʼ	from_voiced	from_velar	from_plosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
gp	from_voiced	from_velar	from_plosive	to_voiceless	to_bilabial	to_plosive			
gpʼ	from_voiced	from_velar	from_plosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
gq	from_voiced	from_velar	from_plosive	to_voiceless	to_uvular	to_plosive			
gqʼ	from_voiced	from_velar	from_plosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
gt	from_voiced	from_velar	from_plosive	to_voiceless	to_alveolar	to_plosive			
gtʼ	from_voiced	from_velar	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
gt̠	from_voiced	from_velar	from_plosive	to_voiceless	to_postalveolar	to_plosive			
gt̪	from_voiced	from_velar	from_plosive	to_voiceless	to_dental	to_plosive			
gt̻	from_voiced	from_velar	from_plosive	to_voiceless	to_lamino-dental	to_plosive			
gɓ	from_voiced	from_velar	from_plosive	to_voiced	to_bilabial	to_implosive			
gɖ	from_voiced	from_velar	from_plosive	to_voiced	to_retroflex	to_plosive			
gɖ̤	from_voiced	from_velar	from_plosive	to_breathy-voiced	to_retroflex	to_plosive			
gɗ	from_voiced	from_velar	from_plosive	to_voiced	to_dental	to_implosive			
gɟ	from_voiced	from_velar	from_plosive	to_voiced	to_palatal	to_plosive			
gɠ	from_voiced	from_velar	from_plosive	to_voiced	to_velar	to_implosive			
gɢ	from_voiced	from_velar	from_plosive	to_voiced	to_uvular	to_plosive			
gʄ	from_voiced	from_velar	from_plosive	to_voiced	to_palatal	to_implosive			
gʈ	from_voiced	from_velar	from_plosive	to_voiceless	to_retroflex	to_plosive			
gʔ	from_voiced	from_velar	from_plosive	to_voiceless	to_glottal	to_plosive			
gʛ	from_voiced	from_velar	from_plosive	to_voiced	to_uvular	to_implosive			
gʛ̥	from_voiced	from_velar	from_plosive	to_voiceless	to_uvular	to_implosive			
gʡ	from_voiced	from_velar	from_plosive	to_voiceless	to_epiglottal	to_plosive			
g̈b	from_breathy-voiced	from_velar	from_plosive	to_voiced	to_bilabial	to_plosive			
g̈b̤	from_breathy-voiced	from_velar	from_plosive	to_breathy-voiced	to_bilabial	to_plosive			
g̈b̥	from_breathy-voiced	from_velar	from_plosive	to_devoiced	to_bilabial	to_plosive			
g̈c	from_breathy-voiced	from_velar	from_plosive	to_voiceless	to_palatal	to_plosive			
g̈cʼ	from_breathy-voiced	from_velar	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
g̈d	from_breathy-voiced	from_velar	from_plosive	to_voiced	to_alveolar	to_plosive			
g̈d̠	from_breathy-voiced	from_velar	from_plosive	to_voiced	to_postalveolar	to_plosive			
g̈d̤	from_breathy-voiced	from_velar	from_plosive	to_breathy-voiced	to_alveolar	to_plosive			
g̈d̪	from_breathy-voiced	from_velar	from_plosive	to_voiced	to_dental	to_plosive			
g̈d̪̈	from_breathy-voiced	from_velar	from_plosive	to_breathy-voiced	to_dental	to_plosive			
g̈d̰	from_breathy-voiced	from_velar	from_plosive	to_creaky-voiced	to_alveolar	to_plosive			
g̈d̻	from_breathy-voiced	from_velar	from_plosive	to_voiced	to_lamino-dental	to_plosive			
g̈g	from_breathy-voiced	from_velar	from_plosive	to_voiced	to_velar	to_plosive			
g̈g̊	from_breathy-voiced	from_velar	from_plosive	to_devoiced	to_velar	to_plosive			
g̈k	from_breathy-voiced	from_velar	from_plosive	to_voiceless	to_velar	to_plosive			
g̈kʼ	from_breathy-voiced	from_velar	from_plosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
g̈p	from_breathy-voiced	from_velar	from_plosive	to_voiceless	to_bilabial	to_plosive			
g̈pʼ	from_breathy-voiced	from_velar	from_plosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
g̈q	from_breathy-voiced	from_velar	from_plosive	to_voiceless	to_uvular	to_plosive			
g̈qʼ	from_breathy-voiced	from_velar	from_plosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
g̈t	from_breathy-voiced	from_velar	from_plosive	to_voiceless	to_alveolar	to_plosive			
g̈tʼ	from_breathy-voiced	from_velar	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
g̈t̠	from_breathy-voiced	from_velar	from_plosive	to_voiceless	to_postalveolar	to_plosive			
g̈t̪	from_breathy-voiced	from_velar	from_plosive	to_voiceless	to_dental	to_plosive			
g̈t̻	from_breathy-voiced	from_velar	from_plosive	to_voiceless	to_lamino-dental	to_plosive			
g̈ɓ	from_breathy-voiced	from_velar	from_plosive	to_voiced	to_bilabial	to_implosive			
g̈ɖ	from_breathy-voiced	from_velar	from_plosive	to_voiced	to_retroflex	to_plosive			
g̈ɖ̤	from_breathy-voiced	from_velar	from_plosive	to_breathy-voiced	to_retroflex	to_plosive			
g̈ɗ	from_breathy-voiced	from_velar	from_plosive	to_voiced	to_dental	to_implosive			
g̈ɟ	from_breathy-voiced	from_velar	from_plosive	to_voiced	to_palatal	to_plosive			
g̈ɠ	from_breathy-voiced	from_velar	from_plosive	to_voiced	to_velar	to_implosive			
g̈ɢ	from_breathy-voiced	from_velar	from_plosive	to_voiced	to_uvular	to_plosive			
g̈ʄ	from_breathy-voiced	from_velar	from_plosive	to_voiced	to_palatal	to_implosive			
g̈ʈ	from_breathy-voiced	from_velar	from_plosive	to_voiceless	to_retroflex	to_plosive			
g̈ʔ	from_breathy-voiced	from_velar	from_plosive	to_voiceless	to_glottal	to_plosive			
g̈ʛ	from_breathy-voiced	from_velar	from_plosive	to_voiced	to_uvular	to_implosive			
g̈ʛ̥	from_breathy-voiced	from_velar	from_plosive	to_voiceless	to_uvular	to_implosive			
g̈ʡ	from_breathy-voiced	from_velar	from_plosive	to_voiceless	to_epiglottal	to_plosive			
g̊b	from_devoiced	from_velar	from_plosive	to_voiced	to_bilabial	to_plosive			
g̊b̤	from_devoiced	from_velar	from_plosive	to_breathy-voiced	to_bilabial	to_plosive			
g̊b̥	from_devoiced	from_velar	from_plosive	to_devoiced	to_bilabial	to_plosive			
g̊c	from_devoiced	from_velar	from_plosive	to_voiceless	to_palatal	to_plosive			
g̊cʼ	from_devoiced	from_velar	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
g̊d	from_devoiced	from_velar	from_plosive	to_voiced	to_alveolar	to_plosive			
g̊d̠	from_devoiced	from_velar	from_plosive	to_voiced	to_postalveolar	to_plosive			
g̊d̤	from_devoiced	from_velar	from_plosive	to_breathy-voiced	to_alveolar	to_plosive			
g̊d̪	from_devoiced	from_velar	from_plosive	to_voiced	to_dental	to_plosive			
g̊d̪̈	from_devoiced	from_velar	from_plosive	to_breathy-voiced	to_dental	to_plosive			
g̊d̰	from_devoiced	from_velar	from_plosive	to_creaky-voiced	to_alveolar	to_plosive			
g̊d̻	from_devoiced	from_velar	from_plosive	to_voiced	to_lamino-dental	to_plosive			
g̊g	from_devoiced	from_velar	from_plosive	to_voiced	to_velar	to_plosive			
g̊g̈	from_devoiced	from_velar	from_plosive	to_breathy-voiced	to_velar	to_plosive			
g̊k	from_devoiced	from_velar	from_plosive	to_voiceless	to_velar	to_plosive			
g̊kʼ	from_devoiced	from_velar	from_plosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
g̊p	from_devoiced	from_velar	from_plosive	to_voiceless	to_bilabial	to_plosive			
g̊pʼ	from_devoiced	from_velar	from_plosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
g̊q	from_devoiced	from_velar	from_plosive	to_voiceless	to_uvular	to_plosive			
g̊qʼ	from_devoiced	from_velar	from_plosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
g̊t	from_devoiced	from_velar	from_plosive	to_voiceless	to_alveolar	to_plosive			
g̊tʼ	from_devoiced	from_velar	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
g̊t̠	from_devoiced	from_velar	from_plosive	to_voiceless	to_postalveolar	to_plosive			
g̊t̪	from_devoiced	from_velar	from_plosive	to_voiceless	to_dental	to_plosive			
g̊t̻	from_devoiced	from_velar	from_plosive	to_voiceless	to_lamino-dental	to_plosive			
g̊ɓ	from_devoiced	from_velar	from_plosive	to_voiced	to_bilabial	to_implosive			
g̊ɖ	from_devoiced	from_velar	from_plosive	to_voiced	to_retroflex	to_plosive			
g̊ɖ̤	from_devoiced	from_velar	from_plosive	to_breathy-voiced	to_retroflex	to_plosive			
g̊ɗ	from_devoiced	from_velar	from_plosive	to_voiced	to_dental	to_implosive			
g̊ɟ	from_devoiced	from_velar	from_plosive	to_voiced	to_palatal	to_plosive			
g̊ɠ	from_devoiced	from_velar	from_plosive	to_voiced	to_velar	to_implosive			
g̊ɢ	from_devoiced	from_velar	from_plosive	to_voiced	to_uvular	to_plosive			
g̊ʄ	from_devoiced	from_velar	from_plosive	to_voiced	to_palatal	to_implosive			
g̊ʈ	from_devoiced	from_velar	from_plosive	to_voiceless	to_retroflex	to_plosive			
g̊ʔ	from_devoiced	from_velar	from_plosive	to_voiceless	to_glottal	to_plosive			
g̊ʛ	from_devoiced	from_velar	from_plosive	to_voiced	to_uvular	to_implosive			
g̊ʛ̥	from_devoiced	from_velar	from_plosive	to_voiceless	to_uvular	to_implosive			
g̊ʡ	from_devoiced	from_velar	from_plosive	to_voiceless	to_epiglottal	to_plosive			
kb	from_voiceless	from_velar	from_plosive	to_voiced	to_bilabial	to_plosive			
kb̤	from_voiceless	from_velar	from_plosive	to_breathy-voiced	to_bilabial	to_plosive			
kb̥	from_voiceless	from_velar	from_plosive	to_devoiced	to_bilabial	to_plosive			
kc	from_voiceless	from_velar	from_plosive	to_voiceless	to_palatal	to_plosive			
kcʼ	from_voiceless	from_velar	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
kd	from_voiceless	from_velar	from_plosive	to_voiced	to_alveolar	to_plosive			
kd̠	from_voiceless	from_velar	from_plosive	to_voiced	to_postalveolar	to_plosive			
kd̤	from_voiceless	from_velar	from_plosive	to_breathy-voiced	to_alveolar	to_plosive			
kd̪	from_voiceless	from_velar	from_plosive	to_voiced	to_dental	to_plosive			
kd̪̈	from_voiceless	from_velar	from_plosive	to_breathy-voiced	to_dental	to_plosive			
kd̰	from_voiceless	from_velar	from_plosive	to_creaky-voiced	to_alveolar	to_plosive			
kd̻	from_voiceless	from_velar	from_plosive	to_voiced	to_lamino-dental	to_plosive			
kg	from_voiceless	from_velar	from_plosive	to_voiced	to_velar	to_plosive			
kg̈	from_voiceless	from_velar	from_plosive	to_breathy-voiced	to_velar	to_plosive			
kg̊	from_voiceless	from_velar	from_plosive	to_devoiced	to_velar	to_plosive			
kkʼ	from_voiceless	from_velar	from_plosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
kp	from_voiceless	from_velar	from_plosive	to_voiceless	to_bilabial	to_plosive			
kpʼ	from_voiceless	from_velar	from_plosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
kq	from_voiceless	from_velar	from_plosive	to_voiceless	to_uvular	to_plosive			
kqʼ	from_voiceless	from_velar	from_plosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
kt	from_voiceless	from_velar	from_plosive	to_voiceless	to_alveolar	to_plosive			
ktʼ	from_voiceless	from_velar	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
kt̠	from_voiceless	from_velar	from_plosive	to_voiceless	to_postalveolar	to_plosive			
kt̪	from_voiceless	from_velar	from_plosive	to_voiceless	to_dental	to_plosive			
kt̻	from_voiceless	from_velar	from_plosive	to_voiceless	to_lamino-dental	to_plosive			
kɓ	from_voiceless	from_velar	from_plosive	to_voiced	to_bilabial	to_implosive			
kɖ	from_voiceless	from_velar	from_plosive	to_voiced	to_retroflex	to_plosive			
kɖ̤	from_voiceless	from_velar	from_plosive	to_breathy-voiced	to_retroflex	to_plosive			
kɗ	from_voiceless	from_velar	from_plosive	to_voiced	to_dental	to_implosive			
kɟ	from_voiceless	from_velar	from_plosive	to_voiced	to_palatal	to_plosive			
kɠ	from_voiceless	from_velar	from_plosive	to_voiced	to_velar	to_implosive			
kɢ	from_voiceless	from_velar	from_plosive	to_voiced	to_uvular	to_plosive			
kʄ	from_voiceless	from_velar	from_plosive	to_voiced	to_palatal	to_implosive			
kʈ	from_voiceless	from_velar	from_plosive	to_voiceless	to_retroflex	to_plosive			
kʔ	from_voiceless	from_velar	from_plosive	to_voiceless	to_glottal	to_plosive			
kʛ	from_voiceless	from_velar	from_plosive	to_voiced	to_uvular	to_implosive			
kʛ̥	from_voiceless	from_velar	from_plosive	to_voiceless	to_uvular	to_implosive			
kʡ	from_voiceless	from_velar	from_plosive	to_voiceless	to_epiglottal	to_plosive			
kʼb	from_voiceless	from_velar	from_plosive	to_voiced	to_bilabial	to_plosive		from_ejection:from_ejective	
kʼb̤	from_voiceless	from_velar	from_plosive	to_breathy-voiced	to_bilabial	to_plosive		from_ejection:from_ejective	
kʼb̥	from_voiceless	from_velar	from_plosive	to_devoiced	to_bilabial	to_plosive		from_ejection:from_ejective	
kʼc	from_voiceless	from_velar	from_plosive	to_voiceless	to_palatal	to_plosive		from_ejection:from_ejective	
kʼcʼ	from_voiceless	from_velar	from_plosive	to_voiceless	to_palatal	to_plosive		from_ejection:from_ejective,to_ejection:to_ejective	
kʼd	from_voiceless	from_velar	from_plosive	to_voiced	to_alveolar	to_plosive		from_ejection:from_ejective	
kʼd̠	from_voiceless	from_velar	from_plosive	to_voiced	to_postalveolar	to_plosive		from_ejection:from_ejective	
kʼd̤	from_voiceless	from_velar	from_plosive	to_breathy-voiced	to_alveolar	to_plosive		from_ejection:from_ejective	
kʼd̪	from_voiceless	from_velar	from_plosive	to_voiced	to_dental	to_plosive		from_ejection:from_ejective	
kʼd̪̈	from_voiceless	from_velar	from_plosive	to_breathy-voiced	to_dental	to_plosive		from_ejection:from_ejective	
kʼd̰	from_voiceless	from_velar	from_plosive	to_creaky-voiced	to_alveolar	to_plosive		from_ejection:from_ejective	
kʼd̻	from_voiceless	from_velar	from_plosive	to_voiced	to_lamino-dental	to_plosive		from_ejection:from_ejective	
kʼg	from_voiceless	from_velar	from_plosive	to_voiced	to_velar	to_plosive		from_ejection:from_ejective	
kʼg̈	from_voiceless	from_velar	from_plosive	to_breathy-voiced	to_velar	to_plosive		from_ejection:from_ejective	
kʼg̊	from_voiceless	from_velar	from_plosive	to_devoiced	to_velar	to_plosive		from_ejection:from_ejective	
kʼk	from_voiceless	from_velar	from_plosive	to_voiceless	to_velar	to_plosive		from_ejection:from_ejective	
kʼp	from_voiceless	from_velar	from_plosive	to_voiceless	to_bilabial	to_plosive		from_ejection:from_ejective	
kʼpʼ	from_voiceless	from_velar	from_plosive	to_voiceless	to_bilabial	to_plosive		from_ejection:from_ejective,to_ejection:to_ejective	
kʼq	from_voiceless	from_velar	from_plosive	to_voiceless	to_uvular	to_plosive		from_ejection:from_ejective	
kʼqʼ	from_voiceless	from_velar	from_plosive	to_voiceless	to_uvular	to_plosive		from_ejection:from_ejective,to_ejection:to_ejective	
kʼt	from_voiceless	from_velar	from_plosive	to_voiceless	to_alveolar	to_plosive		from_ejection:from_ejective	
kʼtʼ	from_voiceless	from_velar	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective,from_ejection:from_ejective	
kʼt̠	from_voiceless	from_velar	from_plosive	to_voiceless	to_postalveolar	to_plosive		from_ejection:from_ejective	
kʼt̪	from_voiceless	from_velar	from_plosive	to_voiceless	to_dental	to_plosive		from_ejection:from_ejective	
kʼt̻	from_voiceless	from_velar	from_plosive	to_voiceless	to_lamino-dental	to_plosive		from_ejection:from_ejective	
kʼɓ	from_voiceless	from_velar	from_plosive	to_voiced	to_bilabial	to_implosive		from_ejection:from_ejective	
kʼɖ	from_voiceless	from_velar	from_plosive	to_voiced	to_retroflex	to_plosive		from_ejection:from_ejective	
kʼɖ̤	from_voiceless	from_velar	from_plosive	to_breathy-voiced	to_retroflex	to_plosive		from_ejection:from_ejective	
kʼɗ	from_voiceless	from_velar	from_plosive	to_voiced	to_dental	to_implosive		from_ejection:from_ejective	
kʼɟ	from_voiceless	from_velar	from_plosive	to_voiced	to_palatal	to_plosive		from_ejection:from_ejective	
kʼɠ	from_voiceless	from_velar	from_plosive	to_voiced	to_velar	to_implosive		from_ejection:from_ejective	
kʼɢ	from_voiceless	from_velar	from_plosive	to_voiced	to_uvular	to_plosive		from_ejection:from_ejective	
kʼʄ	from_voiceless	from_velar	from_plosive	to_voiced	to_palatal	to_implosive		from_ejection:from_ejective	
kʼʈ	from_voiceless	from_velar	from_plosive	to_voiceless	to_retroflex	to_plosive		from_ejection:from_ejective	
kʼʔ	from_voiceless	from_velar	from_plosive	to_voiceless	to_glottal	to_plosive		from_ejection:from_ejective	
kʼʛ	from_voiceless	from_velar	from_plosive	to_voiced	to_uvular	to_implosive		from_ejection:from_ejective	
kʼʛ̥	from_voiceless	from_velar	from_plosive	to_voiceless	to_uvular	to_implosive		from_ejection:from_ejective	
kʼʡ	from_voiceless	from_velar	from_plosive	to_voiceless	to_epiglottal	to_plosive		from_ejection:from_ejective	
pb	from_voiceless	from_bilabial	from_plosive	to_voiced	to_bilabial	to_plosive			
pb̤	from_voiceless	from_bilabial	from_plosive	to_breathy-voiced	to_bilabial	to_plosive			
pb̥	from_voiceless	from_bilabial	from_plosive	to_devoiced	to_bilabial	to_plosive			
pc	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_palatal	to_plosive			
pcʼ	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
pd	from_voiceless	from_bilabial	from_plosive	to_voiced	to_alveolar	to_plosive			
pd̠	from_voiceless	from_bilabial	from_plosive	to_voiced	to_postalveolar	to_plosive			
pd̤	from_voiceless	from_bilabial	from_plosive	to_breathy-voiced	to_alveolar	to_plosive			
pd̪	from_voiceless	from_bilabial	from_plosive	to_voiced	to_dental	to_plosive			
pd̪̈	from_voiceless	from_bilabial	from_plosive	to_breathy-voiced	to_dental	to_plosive			
pd̰	from_voiceless	from_bilabial	from_plosive	to_creaky-voiced	to_alveolar	to_plosive			
pd̻	from_voiceless	from_bilabial	from_plosive	to_voiced	to_lamino-dental	to_plosive			
pg	from_voiceless	from_bilabial	from_plosive	to_voiced	to_velar	to_plosive			
pg̈	from_voiceless	from_bilabial	from_plosive	to_breathy-voiced	to_velar	to_plosive			
pg̊	from_voiceless	from_bilabial	from_plosive	to_devoiced	to_velar	to_plosive			
pk	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_velar	to_plosive			
pkʼ	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
ppʼ	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
pq	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_uvular	to_plosive			
pqʼ	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
pt	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_alveolar	to_plosive			
ptʼ	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
pt̠	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_postalveolar	to_plosive			
pt̪	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_dental	to_plosive			
pt̻	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_lamino-dental	to_plosive			
pɓ	from_voiceless	from_bilabial	from_plosive	to_voiced	to_bilabial	to_implosive			
pɖ	from_voiceless	from_bilabial	from_plosive	to_voiced	to_retroflex	to_plosive			
pɖ̤	from_voiceless	from_bilabial	from_plosive	to_breathy-voiced	to_retroflex	to_plosive			
pɗ	from_voiceless	from_bilabial	from_plosive	to_voiced	to_dental	to_implosive			
pɟ	from_voiceless	from_bilabial	from_plosive	to_voiced	to_palatal	to_plosive			
pɠ	from_voiceless	from_bilabial	from_plosive	to_voiced	to_velar	to_implosive			
pɢ	from_voiceless	from_bilabial	from_plosive	to_voiced	to_uvular	to_plosive			
pʄ	from_voiceless	from_bilabial	from_plosive	to_voiced	to_palatal	to_implosive			
pʈ	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_retroflex	to_plosive			
pʔ	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_glottal	to_plosive			
pʛ	from_voiceless	from_bilabial	from_plosive	to_voiced	to_uvular	to_implosive			
pʛ̥	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_uvular	to_implosive			
