GRAPHEME	SOUND_CLASS	NAME	SOUND_CLASS_MODEL
ʉ̯̃ː	I	long non-syllabic nasalized rounded close central vowel	asjp
ʊ̯̃ː	u	long non-syllabic nasalized rounded near-close near-back vowel	asjp
ʌ̯̃ː	o	long non-syllabic nasalized unrounded open-mid back vowel	asjp
ỹ̯ː	i	long non-syllabic nasalized rounded close front vowel	asjp
ʏ̯̃ː	i	long non-syllabic nasalized rounded near-close near-front vowel	asjp
æ̯̃ː	E	long non-syllabic nasalized unrounded near-open front vowel	asjp
ḁː	a	long devoiced unrounded open front vowel	asjp
ɐ̥ː	a	long devoiced unrounded near-open central vowel	asjp
ɑ̥ː	o	long devoiced unrounded open back vowel	asjp
ɒ̥ː	o	long devoiced rounded open back vowel	asjp
ɔ̥ː	o	long devoiced rounded open-mid back vowel	asjp
ɛ̥ː	E	long devoiced unrounded open-mid front vowel	asjp
ə̥ː	I	long devoiced unrounded mid central vowel	asjp
ə̥˞ː	I	long rhotacized devoiced unrounded mid central vowel	asjp
ɘ̥ː	I	long devoiced unrounded close-mid central vowel	asjp
ɜ̥ː	I	long devoiced unrounded open-mid central vowel	asjp
ɞ̥ː	u	long devoiced rounded open-mid central vowel	asjp
ɤ̥ː	o	long devoiced unrounded close-mid back vowel	asjp
i̥ː	i	long devoiced unrounded close front vowel	asjp
ɪ̥ː	i	long devoiced unrounded near-close near-front vowel	asjp
ɨ̥ː	I	long devoiced unrounded close central vowel	asjp
ɯ̥ː	u	long devoiced unrounded close back vowel	asjp
o̥ː	o	long devoiced rounded close-mid back vowel	asjp
ɵ̥ː	I	long devoiced rounded close-mid central vowel	asjp
ø̥ː	e	long devoiced rounded close-mid front vowel	asjp
ɶ̥ː	E	long devoiced rounded open front vowel	asjp
œ̥ː	E	long devoiced rounded open-mid front vowel	asjp
u̥ː	u	long devoiced rounded close back vowel	asjp
ʉ̥ː	I	long devoiced rounded close central vowel	asjp
ʊ̥ː	u	long devoiced rounded near-close near-back vowel	asjp
ʌ̥ː	o	long devoiced unrounded open-mid back vowel	asjp
y̥ː	i	long devoiced rounded close front vowel	asjp
ʏ̥ː	i	long devoiced rounded near-close near-front vowel	asjp
æ̥ː	E	long devoiced unrounded near-open front vowel	asjp
ɱ̥ː	m	long devoiced voiced labio-dental nasal consonant	asjp
ɳ̥ː	n	long devoiced voiced retroflex nasal consonant	asjp
ɲ̥ː	H	long devoiced voiced palatal nasal consonant	asjp
ŋ̥ː	N	long devoiced voiced velar nasal consonant	asjp
ɴ̥ː	N	long devoiced voiced uvular nasal consonant	asjp
ḁ̯ː	a	long non-syllabic devoiced unrounded open front vowel	asjp
ɐ̥̯ː	a	long non-syllabic devoiced unrounded near-open central vowel	asjp
ɑ̥̯ː	o	long non-syllabic devoiced unrounded open back vowel	asjp
ɒ̥̯ː	o	long non-syllabic devoiced rounded open back vowel	asjp
ɔ̥̯ː	o	long non-syllabic devoiced rounded open-mid back vowel	asjp
e̥̯ː	e	long non-syllabic devoiced unrounded close-mid front vowel	asjp
ɛ̥̯ː	E	long non-syllabic devoiced unrounded open-mid front vowel	asjp
ə̥̯ː	I	long non-syllabic devoiced unrounded mid central vowel	asjp
ə̥̯˞ː	I	long rhotacized non-syllabic devoiced unrounded mid central vowel	asjp
ɘ̥̯ː	I	long non-syllabic devoiced unrounded close-mid central vowel	asjp
ɜ̥̯ː	I	long non-syllabic devoiced unrounded open-mid central vowel	asjp
ɞ̥̯ː	u	long non-syllabic devoiced rounded open-mid central vowel	asjp
ɤ̥̯ː	o	long non-syllabic devoiced unrounded close-mid back vowel	asjp
i̥̯ː	i	long non-syllabic devoiced unrounded close front vowel	asjp
ɪ̥̯ː	i	long non-syllabic devoiced unrounded near-close near-front vowel	asjp
ɨ̥̯ː	I	long non-syllabic devoiced unrounded close central vowel	asjp
ɯ̥̯ː	u	long non-syllabic devoiced unrounded close back vowel	asjp
o̥̯ː	o	long non-syllabic devoiced rounded close-mid back vowel	asjp
ɵ̥̯ː	I	long non-syllabic devoiced rounded close-mid central vowel	asjp
ø̥̯ː	e	long non-syllabic devoiced rounded close-mid front vowel	asjp
ɶ̥̯ː	E	long non-syllabic devoiced rounded open front vowel	asjp
œ̥̯ː	E	long non-syllabic devoiced rounded open-mid front vowel	asjp
u̥̯ː	u	long non-syllabic devoiced rounded close back vowel	asjp
ʉ̥̯ː	I	long non-syllabic devoiced rounded close central vowel	asjp
ʊ̥̯ː	u	long non-syllabic devoiced rounded near-close near-back vowel	asjp
ʌ̥̯ː	o	long non-syllabic devoiced unrounded open-mid back vowel	asjp
y̥̯ː	i	long non-syllabic devoiced rounded close front vowel	asjp
ʏ̥̯ː	i	long non-syllabic devoiced rounded near-close near-front vowel	asjp
æ̥̯ː	E	long non-syllabic devoiced unrounded near-open front vowel	asjp
ḁ̃ː	a	long nasalized devoiced unrounded open front vowel	asjp
ɐ̥̃ː	a	long nasalized devoiced unrounded near-open central vowel	asjp
ɑ̥̃ː	o	long nasalized devoiced unrounded open back vowel	asjp
ɒ̥̃ː	o	long nasalized devoiced rounded open back vowel	asjp
ɔ̥̃ː	o	long nasalized devoiced rounded open-mid back vowel	asjp
ẽ̥ː	e	long nasalized devoiced unrounded close-mid front vowel	asjp
ɛ̥̃ː	E	long nasalized devoiced unrounded open-mid front vowel	asjp
ə̥̃ː	I	long nasalized devoiced unrounded mid central vowel	asjp
ə̥̃˞ː	I	long rhotacized nasalized devoiced unrounded mid central vowel	asjp
ɘ̥̃ː	I	long nasalized devoiced unrounded close-mid central vowel	asjp
ɜ̥̃ː	I	long nasalized devoiced unrounded open-mid central vowel	asjp
ɞ̥̃ː	u	long nasalized devoiced rounded open-mid central vowel	asjp
ɤ̥̃ː	o	long nasalized devoiced unrounded close-mid back vowel	asjp
ĩ̥ː	i	long nasalized devoiced unrounded close front vowel	asjp
ɪ̥̃ː	i	long nasalized devoiced unrounded near-close near-front vowel	asjp
ɨ̥̃ː	I	long nasalized devoiced unrounded close central vowel	asjp
ɯ̥̃ː	u	long nasalized devoiced unrounded close back vowel	asjp
õ̥ː	o	long nasalized devoiced rounded close-mid back vowel	asjp
ɵ̥̃ː	I	long nasalized devoiced rounded close-mid central vowel	asjp
ø̥̃ː	e	long nasalized devoiced rounded close-mid front vowel	asjp
ɶ̥̃ː	E	long nasalized devoiced rounded open front vowel	asjp
œ̥̃ː	E	long nasalized devoiced rounded open-mid front vowel	asjp
ũ̥ː	u	long nasalized devoiced rounded close back vowel	asjp
ʉ̥̃ː	I	long nasalized devoiced rounded close central vowel	asjp
ʊ̥̃ː	u	long nasalized devoiced rounded near-close near-back vowel	asjp
ʌ̥̃ː	o	long nasalized devoiced unrounded open-mid back vowel	asjp
ỹ̥ː	i	long nasalized devoiced rounded close front vowel	asjp
ʏ̥̃ː	i	long nasalized devoiced rounded near-close near-front vowel	asjp
æ̥̃ː	E	long nasalized devoiced unrounded near-open front vowel	asjp
ḁ̯̃ː	a	long non-syllabic nasalized devoiced unrounded open front vowel	asjp
ɐ̥̯̃ː	a	long non-syllabic nasalized devoiced unrounded near-open central vowel	asjp
ɑ̥̯̃ː	o	long non-syllabic nasalized devoiced unrounded open back vowel	asjp
ɒ̥̯̃ː	o	long non-syllabic nasalized devoiced rounded open back vowel	asjp
ɔ̥̯̃ː	o	long non-syllabic nasalized devoiced rounded open-mid back vowel	asjp
ẽ̥̯ː	e	long non-syllabic nasalized devoiced unrounded close-mid front vowel	asjp
ɛ̥̯̃ː	E	long non-syllabic nasalized devoiced unrounded open-mid front vowel	asjp
ə̥̯̃ː	I	long non-syllabic nasalized devoiced unrounded mid central vowel	asjp
ə̥̯̃˞ː	I	long rhotacized non-syllabic nasalized devoiced unrounded mid central vowel	asjp
ɘ̥̯̃ː	I	long non-syllabic nasalized devoiced unrounded close-mid central vowel	asjp
ɜ̥̯̃ː	I	long non-syllabic nasalized devoiced unrounded open-mid central vowel	asjp
ɞ̥̯̃ː	u	long non-syllabic nasalized devoiced rounded open-mid central vowel	asjp
ɤ̥̯̃ː	o	long non-syllabic nasalized devoiced unrounded close-mid back vowel	asjp
ĩ̥̯ː	i	long non-syllabic nasalized devoiced unrounded close front vowel	asjp
ɪ̥̯̃ː	i	long non-syllabic nasalized devoiced unrounded near-close near-front vowel	asjp
ɨ̥̯̃ː	I	long non-syllabic nasalized devoiced unrounded close central vowel	asjp
ɯ̥̯̃ː	u	long non-syllabic nasalized devoiced unrounded close back vowel	asjp
õ̥̯ː	o	long non-syllabic nasalized devoiced rounded close-mid back vowel	asjp
ɵ̥̯̃ː	I	long non-syllabic nasalized devoiced rounded close-mid central vowel	asjp
ø̥̯̃ː	e	long non-syllabic nasalized devoiced rounded close-mid front vowel	asjp
ɶ̥̯̃ː	E	long non-syllabic nasalized devoiced rounded open front vowel	asjp
œ̥̯̃ː	E	long non-syllabic nasalized devoiced rounded open-mid front vowel	asjp
ũ̥̯ː	u	long non-syllabic nasalized devoiced rounded close back vowel	asjp
ʉ̥̯̃ː	I	long non-syllabic nasalized devoiced rounded close central vowel	asjp
ʊ̥̯̃ː	u	long non-syllabic nasalized devoiced rounded near-close near-back vowel	asjp
ʌ̥̯̃ː	o	long non-syllabic nasalized devoiced unrounded open-mid back vowel	asjp
ỹ̥̯ː	i	long non-syllabic nasalized devoiced rounded close front vowel	asjp
ʏ̥̯̃ː	i	long non-syllabic nasalized devoiced rounded near-close near-front vowel	asjp
æ̥̯̃ː	E	long non-syllabic nasalized devoiced unrounded near-open front vowel	asjp
ɓʰː	b	aspirated long voiced bilabial implosive consonant	asjp
mʰː	m	aspirated long voiced bilabial nasal consonant	asjp
ɱʰː	m	aspirated long voiced labio-dental nasal consonant	asjp
ɗʰː	d	aspirated long voiced dental implosive consonant	asjp
tʰː	t	aspirated long voiceless alveolar stop consonant	asjp
nʰː	n	aspirated long voiced alveolar nasal consonant	asjp
ɖʰː	d	aspirated long voiced retroflex stop consonant	asjp
ɳʰː	n	aspirated long voiced retroflex nasal consonant	asjp
ɟʰː	C	aspirated long voiced palatal stop consonant	asjp
ɲʰː	H	aspirated long voiced palatal nasal consonant	asjp
gʰː	g	aspirated long voiced velar stop consonant	asjp
ɠʰː	0	aspirated long voiced velar implosive consonant	asjp
ŋʰː	N	aspirated long voiced velar nasal consonant	asjp
qʰː	q	aspirated long voiceless uvular stop consonant	asjp
ɢʰː	q	aspirated long voiced uvular stop consonant	asjp
ʛʰː	0	aspirated long voiced uvular implosive consonant	asjp
ɴʰː	N	aspirated long voiced uvular nasal consonant	asjp
ʔʰː	7	aspirated long voiceless glottal stop consonant	asjp
m̥ʰː	m	aspirated long devoiced voiced bilabial nasal consonant	asjp
ɱ̥ʰː	m	aspirated long devoiced voiced labio-dental nasal consonant	asjp
n̥ʰː	n	aspirated long devoiced voiced alveolar nasal consonant	asjp
ɳ̥ʰː	n	aspirated long devoiced voiced retroflex nasal consonant	asjp
ɲ̥ʰː	H	aspirated long devoiced voiced palatal nasal consonant	asjp
ŋ̥ʰː	N	aspirated long devoiced voiced velar nasal consonant	asjp
ɴ̥ʰː	N	aspirated long devoiced voiced uvular nasal consonant	asjp
p̩ː	p	syllabic long voiceless bilabial stop consonant	asjp
b̩ː	b	syllabic long voiced bilabial stop consonant	asjp
ɓ̩ː	b	syllabic long voiced bilabial implosive consonant	asjp
ɸ̩ː	f	syllabic long voiceless bilabial fricative consonant	asjp
β̩ː	b	syllabic long voiced bilabial fricative consonant	asjp
m̩ː	m	syllabic long voiced bilabial nasal consonant	asjp
f̩ː	f	syllabic long voiceless labio-dental fricative consonant	asjp
v̩ː	v	syllabic long voiced labio-dental fricative consonant	asjp
ɱ̩ː	m	syllabic long voiced labio-dental nasal consonant	asjp
ɗ̩ː	d	syllabic long voiced dental implosive consonant	asjp
θ̩ː	8	syllabic long voiceless dental fricative consonant	asjp
ð̩ː	8	syllabic long voiced dental fricative consonant	asjp
t̩ː	t	syllabic long voiceless alveolar stop consonant	asjp
d̩ː	d	syllabic long voiced alveolar stop consonant	asjp
s̩ː	s	syllabic long voiceless alveolar sibilant fricative consonant	asjp
z̩ː	z	syllabic long voiced alveolar sibilant fricative consonant	asjp
ɬ̩ː	L	syllabic long voiceless alveolar lateral fricative consonant	asjp
ɮ̩ː	L	syllabic long voiced alveolar lateral fricative consonant	asjp
n̩ː	n	syllabic long voiced alveolar nasal consonant	asjp
ʃ̩ː	S	syllabic long voiceless post-alveolar sibilant fricative consonant	asjp
ʒ̩ː	Z	syllabic long voiced post-alveolar sibilant fricative consonant	asjp
ʈ̩ː	t	syllabic long voiceless retroflex stop consonant	asjp
ɖ̩ː	d	syllabic long voiced retroflex stop consonant	asjp
ʂ̩ː	S	syllabic long voiceless retroflex sibilant fricative consonant	asjp
ʐ̩ː	Z	syllabic long voiced retroflex sibilant fricative consonant	asjp
ɳ̩ː	n	syllabic long voiced retroflex nasal consonant	asjp
c̩ː	T	syllabic long voiceless palatal stop consonant	asjp
ɟ̩ː	C	syllabic long voiced palatal stop consonant	asjp
ç̩ː	T	syllabic long voiceless palatal sibilant fricative consonant	asjp
ʝ̩ː	S	syllabic long voiced palatal fricative consonant	asjp
ɲ̩ː	H	syllabic long voiced palatal nasal consonant	asjp
k̩ː	k	syllabic long voiceless velar stop consonant	asjp
g̩ː	g	syllabic long voiced velar stop consonant	asjp
ɠ̩ː	0	syllabic long voiced velar implosive consonant	asjp
x̩ː	x	syllabic long voiceless velar fricative consonant	asjp
ɣ̩ː	x	syllabic long voiced velar fricative consonant	asjp
ŋ̩ː	N	syllabic long voiced velar nasal consonant	asjp
q̩ː	q	syllabic long voiceless uvular stop consonant	asjp
ɢ̩ː	q	syllabic long voiced uvular stop consonant	asjp
ʛ̩ː	0	syllabic long voiced uvular implosive consonant	asjp
χ̩ː	G	syllabic long voiceless uvular fricative consonant	asjp
ʁ̩ː	G	syllabic long voiced uvular fricative consonant	asjp
ɴ̩ː	N	syllabic long voiced uvular nasal consonant	asjp
ʕ̩ː	G	syllabic long voiced pharyngeal fricative consonant	asjp
ħ̩ː	G	syllabic long voiceless pharyngeal fricative consonant	asjp
ʔ̩ː	7	syllabic long voiceless glottal stop consonant	asjp
h̩ː	h	syllabic long voiceless glottal fricative consonant	asjp
ɦ̩ː	h	syllabic long voiced glottal fricative consonant	asjp
m̩̥ː	m	syllabic long devoiced voiced bilabial nasal consonant	asjp
ɱ̩̥ː	m	syllabic long devoiced voiced labio-dental nasal consonant	asjp
n̩̥ː	n	syllabic long devoiced voiced alveolar nasal consonant	asjp
ɳ̩̥ː	n	syllabic long devoiced voiced retroflex nasal consonant	asjp
ɲ̩̥ː	H	syllabic long devoiced voiced palatal nasal consonant	asjp
ŋ̩̥ː	N	syllabic long devoiced voiced velar nasal consonant	asjp
ɴ̩̥ː	N	syllabic long devoiced voiced uvular nasal consonant	asjp
ɓʲː	b	palatalized long voiced bilabial implosive consonant	asjp
ɸʲː	f	palatalized long voiceless bilabial fricative consonant	asjp
vʲː	v	palatalized long voiced labio-dental fricative consonant	asjp
ɱʲː	m	palatalized long voiced labio-dental nasal consonant	asjp
ɗʲː	d	palatalized long voiced dental implosive consonant	asjp
θʲː	8	palatalized long voiceless dental fricative consonant	asjp
ðʲː	8	palatalized long voiced dental fricative consonant	asjp
tʲː	t	palatalized long voiceless alveolar stop consonant	asjp
dʲː	d	palatalized long voiced alveolar stop consonant	asjp
ɬʲː	L	palatalized long voiceless alveolar lateral fricative consonant	asjp
ɮʲː	L	palatalized long voiced alveolar lateral fricative consonant	asjp
ʈʲː	t	palatalized long voiceless retroflex stop consonant	asjp
ɖʲː	d	palatalized long voiced retroflex stop consonant	asjp
ʂʲː	S	palatalized long voiceless retroflex sibilant fricative consonant	asjp
ʐʲː	Z	palatalized long voiced retroflex sibilant fricative consonant	asjp
ɳʲː	n	palatalized long voiced retroflex nasal consonant	asjp
ɟʲː	C	palatalized long voiced palatal stop consonant	asjp
çʲː	T	palatalized long voiceless palatal sibilant fricative consonant	asjp
ʝʲː	S	palatalized long voiced palatal fricative consonant	asjp
ɲʲː	H	palatalized long voiced palatal nasal consonant	asjp
ɠʲː	0	palatalized long voiced velar implosive consonant	asjp
ɣʲː	x	palatalized long voiced velar fricative consonant	asjp
qʲː	q	palatalized long voiceless uvular stop consonant	asjp
ɢʲː	q	palatalized long voiced uvular stop consonant	asjp
ʛʲː	0	palatalized long voiced uvular implosive consonant	asjp
χʲː	G	palatalized long voiceless uvular fricative consonant	asjp
ʁʲː	G	palatalized long voiced uvular fricative consonant	asjp
ɴʲː	N	palatalized long voiced uvular nasal consonant	asjp
ʕʲː	G	palatalized long voiced pharyngeal fricative consonant	asjp
ħʲː	G	palatalized long voiceless pharyngeal fricative consonant	asjp
hʲː	h	palatalized long voiceless glottal fricative consonant	asjp
ɦʲː	h	palatalized long voiced glottal fricative consonant	asjp
ɱ̥ʲː	m	palatalized long devoiced voiced labio-dental nasal consonant	asjp
ɳ̥ʲː	n	palatalized long devoiced voiced retroflex nasal consonant	asjp
ɲ̥ʲː	H	palatalized long devoiced voiced palatal nasal consonant	asjp
ŋ̥ʲː	N	palatalized long devoiced voiced velar nasal consonant	asjp
ɴ̥ʲː	N	palatalized long devoiced voiced uvular nasal consonant	asjp
pʲʰː	p	palatalized aspirated long voiceless bilabial stop consonant	asjp
bʲʰː	b	palatalized aspirated long voiced bilabial stop consonant	asjp
ɓʲʰː	b	palatalized aspirated long voiced bilabial implosive consonant	asjp
mʲʰː	m	palatalized aspirated long voiced bilabial nasal consonant	asjp
ɱʲʰː	m	palatalized aspirated long voiced labio-dental nasal consonant	asjp
ɗʲʰː	d	palatalized aspirated long voiced dental implosive consonant	asjp
tʲʰː	t	palatalized aspirated long voiceless alveolar stop consonant	asjp
dʲʰː	d	palatalized aspirated long voiced alveolar stop consonant	asjp
nʲʰː	n	palatalized aspirated long voiced alveolar nasal consonant	asjp
ʈʲʰː	t	palatalized aspirated long voiceless retroflex stop consonant	asjp
ɖʲʰː	d	palatalized aspirated long voiced retroflex stop consonant	asjp
ɳʲʰː	n	palatalized aspirated long voiced retroflex nasal consonant	asjp
cʲʰː	T	palatalized aspirated long voiceless palatal stop consonant	asjp
ɟʲʰː	C	palatalized aspirated long voiced palatal stop consonant	asjp
ɲʲʰː	H	palatalized aspirated long voiced palatal nasal consonant	asjp
kʲʰː	k	palatalized aspirated long voiceless velar stop consonant	asjp
gʲʰː	g	palatalized aspirated long voiced velar stop consonant	asjp
ɠʲʰː	0	palatalized aspirated long voiced velar implosive consonant	asjp
ŋʲʰː	N	palatalized aspirated long voiced velar nasal consonant	asjp
qʲʰː	q	palatalized aspirated long voiceless uvular stop consonant	asjp
ɢʲʰː	q	palatalized aspirated long voiced uvular stop consonant	asjp
ʛʲʰː	0	palatalized aspirated long voiced uvular implosive consonant	asjp
ɴʲʰː	N	palatalized aspirated long voiced uvular nasal consonant	asjp
ʔʲʰː	7	palatalized aspirated long voiceless glottal stop consonant	asjp
m̥ʲʰː	m	palatalized aspirated long devoiced voiced bilabial nasal consonant	asjp
ɱ̥ʲʰː	m	palatalized aspirated long devoiced voiced labio-dental nasal consonant	asjp
n̥ʲʰː	n	palatalized aspirated long devoiced voiced alveolar nasal consonant	asjp
ɳ̥ʲʰː	n	palatalized aspirated long devoiced voiced retroflex nasal consonant	asjp
ɲ̥ʲʰː	H	palatalized aspirated long devoiced voiced palatal nasal consonant	asjp
ŋ̥ʲʰː	N	palatalized aspirated long devoiced voiced velar nasal consonant	asjp
ɴ̥ʲʰː	N	palatalized aspirated long devoiced voiced uvular nasal consonant	asjp
p̩ʲː	p	syllabic palatalized long voiceless bilabial stop consonant	asjp
b̩ʲː	b	syllabic palatalized long voiced bilabial stop consonant	asjp
ɓ̩ʲː	b	syllabic palatalized long voiced bilabial implosive consonant	asjp
ɸ̩ʲː	f	syllabic palatalized long voiceless bilabial fricative consonant	asjp
β̩ʲː	b	syllabic palatalized long voiced bilabial fricative consonant	asjp
m̩ʲː	m	syllabic palatalized long voiced bilabial nasal consonant	asjp
f̩ʲː	f	syllabic palatalized long voiceless labio-dental fricative consonant	asjp
v̩ʲː	v	syllabic palatalized long voiced labio-dental fricative consonant	asjp
ɱ̩ʲː	m	syllabic palatalized long voiced labio-dental nasal consonant	asjp
ɗ̩ʲː	d	syllabic palatalized long voiced dental implosive consonant	asjp
θ̩ʲː	8	syllabic palatalized long voiceless dental fricative consonant	asjp
ð̩ʲː	8	syllabic palatalized long voiced dental fricative consonant	asjp
t̩ʲː	t	syllabic palatalized long voiceless alveolar stop consonant	asjp
d̩ʲː	d	syllabic palatalized long voiced alveolar stop consonant	asjp
s̩ʲː	s	syllabic palatalized long voiceless alveolar sibilant fricative consonant	asjp
z̩ʲː	z	syllabic palatalized long voiced alveolar sibilant fricative consonant	asjp
ɬ̩ʲː	L	syllabic palatalized long voiceless alveolar lateral fricative consonant	asjp
ɮ̩ʲː	L	syllabic palatalized long voiced alveolar lateral fricative consonant	asjp
n̩ʲː	n	syllabic palatalized long voiced alveolar nasal consonant	asjp
ʃ̩ʲː	S	syllabic palatalized long voiceless post-alveolar sibilant fricative consonant	asjp
ʒ̩ʲː	Z	syllabic palatalized long voiced post-alveolar sibilant fricative consonant	asjp
ʈ̩ʲː	t	syllabic palatalized long voiceless retroflex stop consonant	asjp
ɖ̩ʲː	d	syllabic palatalized long voiced retroflex stop consonant	asjp
ʂ̩ʲː	S	syllabic palatalized long voiceless retroflex sibilant fricative consonant	asjp
ʐ̩ʲː	Z	syllabic palatalized long voiced retroflex sibilant fricative consonant	asjp
ɳ̩ʲː	n	syllabic palatalized long voiced retroflex nasal consonant	asjp
c̩ʲː	T	syllabic palatalized long voiceless palatal stop consonant	asjp
ɟ̩ʲː	C	syllabic palatalized long voiced palatal stop consonant	asjp
ç̩ʲː	T	syllabic palatalized long voiceless palatal sibilant fricative consonant	asjp
ʝ̩ʲː	S	syllabic palatalized long voiced palatal fricative consonant	asjp
ɲ̩ʲː	H	syllabic palatalized long voiced palatal nasal consonant	asjp
k̩ʲː	k	syllabic palatalized long voiceless velar stop consonant	asjp
g̩ʲː	g	syllabic palatalized long voiced velar stop consonant	asjp
ɠ̩ʲː	0	syllabic palatalized long voiced velar implosive consonant	asjp
x̩ʲː	x	syllabic palatalized long voiceless velar fricative consonant	asjp
ɣ̩ʲː	x	syllabic palatalized long voiced velar fricative consonant	asjp
ŋ̩ʲː	N	syllabic palatalized long voiced velar nasal consonant	asjp
q̩ʲː	q	syllabic palatalized long voiceless uvular stop consonant	asjp
ɢ̩ʲː	q	syllabic palatalized long voiced uvular stop consonant	asjp
ʛ̩ʲː	0	syllabic palatalized long voiced uvular implosive consonant	asjp
χ̩ʲː	G	syllabic palatalized long voiceless uvular fricative consonant	asjp
ʁ̩ʲː	G	syllabic palatalized long voiced uvular fricative consonant	asjp
ɴ̩ʲː	N	syllabic palatalized long voiced uvular nasal consonant	asjp
ʕ̩ʲː	G	syllabic palatalized long voiced pharyngeal fricative consonant	asjp
ħ̩ʲː	G	syllabic palatalized long voiceless pharyngeal fricative consonant	asjp
ʔ̩ʲː	7	syllabic palatalized long voiceless glottal stop consonant	asjp
h̩ʲː	h	syllabic palatalized long voiceless glottal fricative consonant	asjp
ɦ̩ʲː	h	syllabic palatalized long voiced glottal fricative consonant	asjp
m̩̥ʲː	m	syllabic palatalized long devoiced voiced bilabial nasal consonant	asjp
ɱ̩̥ʲː	m	syllabic palatalized long devoiced voiced labio-dental nasal consonant	asjp
n̩̥ʲː	n	syllabic palatalized long devoiced voiced alveolar nasal consonant	asjp
ɳ̩̥ʲː	n	syllabic palatalized long devoiced voiced retroflex nasal consonant	asjp
ɲ̩̥ʲː	H	syllabic palatalized long devoiced voiced palatal nasal consonant	asjp
ŋ̩̥ʲː	N	syllabic palatalized long devoiced voiced velar nasal consonant	asjp
ɴ̩̥ʲː	N	syllabic palatalized long devoiced voiced uvular nasal consonant	asjp
pʷː	p	labialized long voiceless bilabial stop consonant	asjp
ɓʷː	b	labialized long voiced bilabial implosive consonant	asjp
ɸʷː	f	labialized long voiceless bilabial fricative consonant	asjp
βʷː	b	labialized long voiced bilabial fricative consonant	asjp
vʷː	v	labialized long voiced labio-dental fricative consonant	asjp
ɱʷː	m	labialized long voiced labio-dental nasal consonant	asjp
ɗʷː	d	labialized long voiced dental implosive consonant	asjp
θʷː	8	labialized long voiceless dental fricative consonant	asjp
ðʷː	8	labialized long voiced dental fricative consonant	asjp
tʷː	t	labialized long voiceless alveolar stop consonant	asjp
dʷː	d	labialized long voiced alveolar stop consonant	asjp
sʷː	s	labialized long voiceless alveolar sibilant fricative consonant	asjp
zʷː	z	labialized long voiced alveolar sibilant fricative consonant	asjp
ɬʷː	L	labialized long voiceless alveolar lateral fricative consonant	asjp
ɮʷː	L	labialized long voiced alveolar lateral fricative consonant	asjp
nʷː	n	labialized long voiced alveolar nasal consonant	asjp
ʒʷː	Z	labialized long voiced post-alveolar sibilant fricative consonant	asjp
ʈʷː	t	labialized long voiceless retroflex stop consonant	asjp
ɖʷː	d	labialized long voiced retroflex stop consonant	asjp
ʂʷː	S	labialized long voiceless retroflex sibilant fricative consonant	asjp
ʐʷː	Z	labialized long voiced retroflex sibilant fricative consonant	asjp
ɳʷː	n	labialized long voiced retroflex nasal consonant	asjp
cʷː	T	labialized long voiceless palatal stop consonant	asjp
ɟʷː	C	labialized long voiced palatal stop consonant	asjp
çʷː	T	labialized long voiceless palatal sibilant fricative consonant	asjp
ʝʷː	S	labialized long voiced palatal fricative consonant	asjp
ɲʷː	H	labialized long voiced palatal nasal consonant	asjp
ɠʷː	0	labialized long voiced velar implosive consonant	asjp
ɣʷː	x	labialized long voiced velar fricative consonant	asjp
ɢʷː	q	labialized long voiced uvular stop consonant	asjp
ʛʷː	0	labialized long voiced uvular implosive consonant	asjp
ʁʷː	G	labialized long voiced uvular fricative consonant	asjp
ɴʷː	N	labialized long voiced uvular nasal consonant	asjp
ʕʷː	G	labialized long voiced pharyngeal fricative consonant	asjp
ħʷː	G	labialized long voiceless pharyngeal fricative consonant	asjp
ʔʷː	7	labialized long voiceless glottal stop consonant	asjp
ɦʷː	h	labialized long voiced glottal fricative consonant	asjp
m̥ʷː	m	labialized long devoiced voiced bilabial nasal consonant	asjp
ɱ̥ʷː	m	labialized long devoiced voiced labio-dental nasal consonant	asjp
n̥ʷː	n	labialized long devoiced voiced alveolar nasal consonant	asjp
ɳ̥ʷː	n	labialized long devoiced voiced retroflex nasal consonant	asjp
ɲ̥ʷː	H	labialized long devoiced voiced palatal nasal consonant	asjp
ŋ̥ʷː	N	labialized long devoiced voiced velar nasal consonant	asjp
ɴ̥ʷː	N	labialized long devoiced voiced uvular nasal consonant	asjp
pʷʰː	p	labialized aspirated long voiceless bilabial stop consonant	asjp
bʷʰː	b	labialized aspirated long voiced bilabial stop consonant	asjp
ɓʷʰː	b	labialized aspirated long voiced bilabial implosive consonant	asjp
mʷʰː	m	labialized aspirated long voiced bilabial nasal consonant	asjp
ɱʷʰː	m	labialized aspirated long voiced labio-dental nasal consonant	asjp
ɗʷʰː	d	labialized aspirated long voiced dental implosive consonant	asjp
tʷʰː	t	labialized aspirated long voiceless alveolar stop consonant	asjp
dʷʰː	d	labialized aspirated long voiced alveolar stop consonant	asjp
nʷʰː	n	labialized aspirated long voiced alveolar nasal consonant	asjp
ʈʷʰː	t	labialized aspirated long voiceless retroflex stop consonant	asjp
ɖʷʰː	d	labialized aspirated long voiced retroflex stop consonant	asjp
ɳʷʰː	n	labialized aspirated long voiced retroflex nasal consonant	asjp
cʷʰː	T	labialized aspirated long voiceless palatal stop consonant	asjp
ɟʷʰː	C	labialized aspirated long voiced palatal stop consonant	asjp
ɲʷʰː	H	labialized aspirated long voiced palatal nasal consonant	asjp
