ID	GRAPHEME	ALIASES	REPRESENTATION	TRANSCRIPTION_SYSTEMS	TRANSCRIPTION_DATA	SOUND_CLASSES
from voiced bilabial nasal to devoiced voiced bilabial stop cluster	mb̥	mb̥	3	bipa, gld	pbase	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
from voiced alveolar nasal to devoiced voiced alveolar stop cluster	nd̥	nd̥	3	bipa, gld	pbase	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
from devoiced voiced alveolar nasal to voiceless alveolar sibilant fricative cluster	n̥s	n̥s	3	bipa, gld	pbase	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
from non-syllabic rounded close-mid back to unrounded open front diphthong	o̯a	o̯a	3	bipa, gld	pbase	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:U
from non-syllabic rounded close-mid back to rounded close back diphthong	o̯u	o̯u	3	bipa, gld	pbase	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:U
pharyngealized voiceless bilabial ejective stop consonant	p’ˤ	pʼˤ, pˤʼ, p’ˤ	3	bipa	diachronica, pbase	asjp:p, color:#c8c864, dolgo:P, prosody:1, sca:P
raised rounded close back vowel	u̝	u̝	3	bipa	lapsyd, pbase	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:Y
with-lateral-release voiced labio-dental fricative consonant	vˡ	vˡ	3	bipa, gld	pbase	asjp:v, color:#c864c8, dolgo:W, prosody:3, sca:B
nasalized palatalized voiced labio-dental fricative consonant	ṽʲ	ṽʲ, ṽʸ	3	bipa, gld	pbase	asjp:v, color:#c864c8, dolgo:W, prosody:3, sca:B
aspirated voiceless dental click consonant	ǀʰ	ǀʰ	3	bipa	diachronica, pbase	asjp:!, color:#c89664, dolgo:K, prosody:1, sca:!
from voiceless alveolar click to voiced alveolar stop cluster	ǃd	!d, ǃd	3	asjp, bipa	pbase	asjp:!, color:#c89664, dolgo:K, prosody:1, sca:!
from voiceless alveolar click to voiceless uvular stop cluster	ǃq	!q, ǃq	3	asjp, bipa	pbase	asjp:!, color:#c89664, dolgo:K, prosody:1, sca:!
from voiceless alveolar click to aspirated voiceless uvular stop cluster	ǃqʰ	!qh, ǃqʰ	3	asjp, bipa	pbase	asjp:!, color:#c89664, dolgo:K, prosody:1, sca:!
from voiceless alveolar click to voiceless alveolar sibilant fricative cluster	ǃs	!s, ǃs	3	asjp, bipa	pbase	asjp:!, color:#c89664, dolgo:K, prosody:1, sca:!
from voiceless alveolar click to voiceless alveolar stop cluster	ǃt	!t, ǃt	3	asjp, bipa	pbase	asjp:!, color:#c89664, dolgo:K, prosody:1, sca:!
from voiceless alveolar click to voiceless velar fricative cluster	ǃx	!x, ǃx	3	asjp, bipa	pbase	asjp:!, color:#c89664, dolgo:K, prosody:1, sca:!
from voiceless alveolar click to voiced alveolar sibilant fricative cluster	ǃz	!z, ǃz	3	asjp, bipa	pbase	asjp:!, color:#c89664, dolgo:K, prosody:1, sca:!
from voiceless alveolar click to voiceless post-alveolar sibilant fricative cluster	ǃʃ	!S, ǃʃ	3	asjp, bipa	pbase	asjp:!, color:#c89664, dolgo:K, prosody:1, sca:!
from voiceless alveolar click to voiced post-alveolar sibilant fricative cluster	ǃʒ	!Z, ǃʒ	3	asjp, bipa	pbase	asjp:!, color:#c89664, dolgo:K, prosody:1, sca:!
from voiceless alveolar click to voiceless glottal stop cluster	ǃʔ	!7, ǃʔ	3	asjp, bipa	pbase	asjp:!, color:#c89664, dolgo:K, prosody:1, sca:!
from unrounded mid central to unrounded close-mid front diphthong	əe	əe	3	bipa, gld	pbase	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:E
from non-syllabic unrounded mid central to unrounded close front diphthong	ə̯i	ə̯i	3	bipa, gld	pbase	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:E
palatalized voiced velar implosive consonant	ɠʲ	ɠʲ	3	bipa	nidaba, pbase	asjp:0, color:0, dolgo:0, prosody:0, sca:0
pharyngealized voiced velar stop consonant	gˤ	gˤ, ɡˤ	3	bipa, gld	pbase	asjp:g, color:#c89664, dolgo:K, prosody:1, sca:K
aspirated voiced velar fricative consonant	ɣʰ	ɣʰ	3	bipa, gld	pbase	asjp:x, color:#c89664, dolgo:K, prosody:3, sca:G
long voiced alveolar approximant consonant	ɹː	ɹː	3	bipa, gld	pbase	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
labialized voiceless post-alveolar ejective sibilant fricative consonant	ʃ’ʷ	ʃʷʼ, ʃʼʷ, ʃ’ʷ	3	bipa	diachronica, pbase	asjp:S, color:#6496c8, dolgo:S, prosody:3, sca:S
with-nasal-release voiceless retroflex stop consonant	ʈⁿ	ʈⁿ	3	bipa, gld	pbase	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
aspirated voiced labio-dental approximant consonant	ʋʰ	ʋʰ	3	bipa, gld	pbase	asjp:w, color:#c864c8, dolgo:W, prosody:6, sca:W
pre-nasalized labialized voiced alveolar stop consonant	ⁿdʷ	ⁿdʷ	3	bipa, gld	pbase	asjp:d, color:#9664c8, dolgo:T, prosody:1, sca:T
from pre-nasalized voiceless alveolar stop to voiceless alveolar lateral fricative cluster	ⁿtɬ	ⁿtɬ	3	bipa, gld	pbase	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
pre-nasalized labialized aspirated voiceless post-alveolar sibilant affricate consonant	ⁿtʃʷʰ	ⁿčʷʰ, ⁿtʃʰʷ, ⁿtʃʷʰ	3	bipa, gld	pbase	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
pre-nasalized labialized voiceless post-alveolar sibilant affricate consonant	ⁿtʃʷ	ⁿčʷ, ⁿtʃʷ	3	bipa, gld	pbase	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
pre-nasalized labialized voiced velar stop consonant	ⁿgʷ	ⁿgʷ, ⁿɡʷ	3	bipa, gld	pbase	asjp:g, color:#c89664, dolgo:K, prosody:1, sca:K
pre-nasalized voiceless alveolar lateral fricative consonant	ⁿɬ	ⁿɬ	3	bipa, gld	pbase	asjp:L, color:#6464c8, dolgo:R, prosody:5, sca:L
pre-nasalized voiceless post-alveolar sibilant fricative consonant	ⁿʃ	ⁿš, ⁿʃ	3	bipa, gld	pbase	asjp:S, color:#6496c8, dolgo:S, prosody:3, sca:S
pre-nasalized voiced post-alveolar sibilant fricative consonant	ⁿʒ	ⁿž, ⁿʒ	3	bipa, gld	pbase	asjp:Z, color:#6496c8, dolgo:S, prosody:3, sca:S
from nasalized rounded close-mid back to nasalized unrounded close front diphthong	õĩ	õĩ	3	bipa, gld	lapsyd	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:U
from nasalized unrounded open front to nasalized rounded close central diphthong	ãʉ̃	ãʉ̃	3	bipa, gld	lapsyd	asjp:a, color:#c86464, dolgo:V, prosody:7, sca:A
from nasalized unrounded open front to nasalized unrounded close-mid front diphthong	ãẽ	ãẽ	3	bipa, gld	lapsyd	asjp:a, color:#c86464, dolgo:V, prosody:7, sca:A
from unrounded open front to rounded close central diphthong	aʉ	aʉ	3	bipa, gld	lapsyd	asjp:a, color:#c86464, dolgo:V, prosody:7, sca:A
from rounded close-mid back to unrounded close central diphthong	oɨ	oɨ	3	bipa, gld	lapsyd	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:U
from long unrounded open front to unrounded close central diphthong	aːɨ	aːɨ	3	bipa, gld	lapsyd	asjp:a, color:#c86464, dolgo:V, prosody:7, sca:A
from unrounded close central to rounded close back diphthong	ɨu	ɨu	3	bipa, gld	lapsyd	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:I
creaky unrounded close central vowel	ɨ̰	ɨ̰	3	bipa	diachronica, lapsyd	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:I
from voiced bilabial nasal to palatalized labialized voiceless bilabial stop cluster	mpʲʷ	mpʲʷ, mpʷʲ, mpʸʷ	3	bipa, gld	lapsyd	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
from voiced alveolar nasal to palatalized voiceless alveolar stop cluster	ntʲ	ntʲ, ntʸ	3	bipa, gld	lapsyd	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
from voiceless alveolar stop to palatalized voiceless bilabial stop cluster	tpʲ	tpʲ, tpʸ	3	bipa, gld	lapsyd	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
palatalized labialized voiced bilabial nasal consonant	mʲʷ	mʲʷ, mʷʲ, mʸʷ	3	bipa, gld	lapsyd	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
palatalized voiced uvular trill consonant	ʀʲ	ʀʲ	3	bipa	lapsyd, nidaba	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
devoiced voiced retroflex tap consonant	ɽ̥	ɽ̥	3	bipa	lapsyd, nidaba	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
from unrounded close front to unrounded close-mid back diphthong	iɤ	iɤ	3	bipa, gld	lapsyd	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:I
glottalized nasalized unrounded close front vowel	ĩˀ	ĩˀ	3	bipa, gld	lapsyd	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:I
glottalized nasalized unrounded close-mid front vowel	ẽˀ	ẽˀ	3	bipa, gld	lapsyd	asjp:e, color:#c86464, dolgo:V, prosody:7, sca:E
glottalized nasalized unrounded open front vowel	ãˀ	ãˀ	3	bipa, gld	lapsyd	asjp:a, color:#c86464, dolgo:V, prosody:7, sca:A
glottalized nasalized rounded close-mid back vowel	õˀ	õˀ	3	bipa, gld	lapsyd	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:U
glottalized voiced palatal nasal consonant	ɲˀ	ɲˀ	3	bipa, gld	lapsyd	asjp:H, color:#64c8c8, dolgo:N, prosody:4, sca:N
from rounded close-mid back to rounded close central diphthong	oʉ	oʉ	3	bipa, gld	lapsyd	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:U
pharyngealized unrounded open back vowel	ɑˤ	ɑˤ	3	bipa, gld	lapsyd	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:A
non-syllabic rounded open back vowel	ɒ̯	ɒ̯	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:O
rhotacized non-syllabic unrounded mid central vowel	ə̯˞	ə̯˞, ɚ̯	3	bipa, gld	nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:E
non-syllabic rounded close central vowel	ʉ̯	ʉ̯	3	bipa, gld	nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:Y
non-syllabic rounded near-close near-front vowel	ʏ̯	ʏ̯	3	bipa, gld	nidaba	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:Y
non-syllabic nasalized unrounded open front vowel	ã̯	ã̯	3	bipa, gld	nidaba	asjp:a, color:#c86464, dolgo:V, prosody:7, sca:A
non-syllabic nasalized unrounded open back vowel	ɑ̯̃	ɑ̯̃	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:A
non-syllabic nasalized rounded open back vowel	ɒ̯̃	ɒ̯̃	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:O
non-syllabic nasalized rounded open-mid back vowel	ɔ̯̃	ɔ̯̃	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:U
non-syllabic nasalized unrounded close-mid front vowel	ẽ̯	ẽ̯	3	bipa, gld	nidaba	asjp:e, color:#c86464, dolgo:V, prosody:7, sca:E
non-syllabic nasalized unrounded open-mid front vowel	ɛ̯̃	ɛ̯̃	3	bipa, gld	nidaba	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:E
non-syllabic nasalized unrounded mid central vowel	ə̯̃	ə̯̃	3	bipa, gld	nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:E
rhotacized non-syllabic nasalized unrounded mid central vowel	ə̯̃˞	ə̯̃˞, ɚ̯̃	3	bipa, gld	nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:E
non-syllabic nasalized unrounded close-mid back vowel	ɤ̯̃	ɤ̯̃	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:E
non-syllabic nasalized unrounded near-close near-front vowel	ɪ̯̃	ı̯̃, ɪ̯̃	3	bipa, gld	nidaba	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:I
non-syllabic nasalized unrounded close central vowel	ɨ̯̃	ɨ̯̃	3	bipa, gld	nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:I
non-syllabic nasalized unrounded close back vowel	ɯ̯̃	ɯ̯̃	3	bipa, gld	nidaba	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:I
non-syllabic nasalized rounded close-mid back vowel	õ̯	õ̯	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:U
non-syllabic nasalized rounded close central vowel	ʉ̯̃	ʉ̯̃	3	bipa, gld	nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:Y
non-syllabic nasalized rounded near-close near-front vowel	ʏ̯̃	ʏ̯̃	3	bipa, gld	nidaba	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:Y
devoiced unrounded open back vowel	ɑ̥	ɑ̥	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:A
devoiced rounded open back vowel	ɒ̥	ɒ̥	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:O
rhotacized devoiced unrounded mid central vowel	ə̥˞	ə̥˞, ɚ̥	3	bipa, gld	nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:E
devoiced unrounded close-mid back vowel	ɤ̥	ɤ̥	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:E
devoiced rounded close central vowel	ʉ̥	ʉ̥	3	bipa, gld	nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:Y
devoiced rounded near-close near-front vowel	ʏ̥	ʏ̥	3	bipa, gld	nidaba	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:Y
devoiced voiced labio-dental approximant consonant	ʋ̥	ʋ̥	3	bipa, gld	nidaba	asjp:w, color:#c864c8, dolgo:W, prosody:6, sca:W
non-syllabic devoiced unrounded open front vowel	ḁ̯	ḁ̯, a̯̥	3	bipa, gld	nidaba	asjp:a, color:#c86464, dolgo:V, prosody:7, sca:A
non-syllabic devoiced unrounded open back vowel	ɑ̥̯	ɑ̥̯, ɑ̯̥	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:A
non-syllabic devoiced rounded open back vowel	ɒ̥̯	ɒ̥̯, ɒ̯̥	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:O
non-syllabic devoiced rounded open-mid back vowel	ɔ̥̯	ɔ̥̯, ɔ̯̥	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:U
non-syllabic devoiced unrounded close-mid front vowel	e̥̯	e̥̯, e̯̥	3	bipa, gld	nidaba	asjp:e, color:#c86464, dolgo:V, prosody:7, sca:E
non-syllabic devoiced unrounded open-mid front vowel	ɛ̥̯	ɛ̥̯, ɛ̯̥	3	bipa, gld	nidaba	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:E
non-syllabic devoiced unrounded mid central vowel	ə̥̯	ə̥̯, ə̯̥	3	bipa, gld	nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:E
rhotacized non-syllabic devoiced unrounded mid central vowel	ə̥̯˞	ə̥̯˞, ɚ̯̥	3	bipa, gld	nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:E
non-syllabic devoiced unrounded close-mid back vowel	ɤ̥̯	ɤ̥̯, ɤ̯̥	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:E
non-syllabic devoiced unrounded close front vowel	i̥̯	i̥̯, i̯̥	3	bipa, gld	nidaba	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:I
non-syllabic devoiced unrounded near-close near-front vowel	ɪ̥̯	ı̥̯, ɪ̥̯, ɪ̯̥	3	bipa, gld	nidaba	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:I
non-syllabic devoiced unrounded close central vowel	ɨ̥̯	ɨ̥̯, ɨ̯̥	3	bipa, gld	nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:I
non-syllabic devoiced unrounded close back vowel	ɯ̥̯	ɯ̥̯, ɯ̯̥	3	bipa, gld	nidaba	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:I
non-syllabic devoiced rounded close-mid back vowel	o̥̯	o̥̯, o̯̥	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:U
non-syllabic devoiced rounded close back vowel	u̥̯	u̥̯, u̯̥	3	bipa, gld	nidaba	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:Y
non-syllabic devoiced rounded close central vowel	ʉ̥̯	ʉ̥̯, ʉ̯̥	3	bipa, gld	nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:Y
non-syllabic devoiced rounded near-close near-front vowel	ʏ̥̯	ʏ̥̯, ʏ̯̥	3	bipa, gld	nidaba	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:Y
nasalized devoiced unrounded open front vowel	ḁ̃	ḁ̃, ḁ̃	3	bipa, gld	nidaba	asjp:a, color:#c86464, dolgo:V, prosody:7, sca:A
nasalized devoiced unrounded open back vowel	ɑ̥̃	ɑ̥̃, ɑ̥̃	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:A
nasalized devoiced rounded open back vowel	ɒ̥̃	ɒ̥̃, ɒ̥̃	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:O
nasalized devoiced rounded open-mid back vowel	ɔ̥̃	ɔ̥̃, ɔ̥̃	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:U
nasalized devoiced unrounded close-mid front vowel	ẽ̥	ẽ̥, ẽ̥	3	bipa, gld	nidaba	asjp:e, color:#c86464, dolgo:V, prosody:7, sca:E
nasalized devoiced unrounded open-mid front vowel	ɛ̥̃	ɛ̥̃, ɛ̥̃	3	bipa, gld	nidaba	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:E
nasalized devoiced unrounded mid central vowel	ə̥̃	ə̥̃, ə̥̃	3	bipa, gld	nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:E
rhotacized nasalized devoiced unrounded mid central vowel	ə̥̃˞	ə̥̃˞, ɚ̥̃	3	bipa, gld	nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:E
nasalized devoiced unrounded close-mid back vowel	ɤ̥̃	ɤ̥̃, ɤ̥̃	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:E
nasalized devoiced unrounded close front vowel	ĩ̥	ĩ̥, ĩ̥	3	bipa, gld	nidaba	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:I
nasalized devoiced unrounded near-close near-front vowel	ɪ̥̃	ı̥̃, ɪ̥̃, ɪ̥̃	3	bipa, gld	nidaba	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:I
nasalized devoiced unrounded close central vowel	ɨ̥̃	ɨ̥̃, ɨ̥̃	3	bipa, gld	nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:I
nasalized devoiced rounded close-mid back vowel	õ̥	õ̥, õ̥	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:U
nasalized devoiced rounded close back vowel	ũ̥	ũ̥, ũ̥	3	bipa, gld	nidaba	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:Y
nasalized devoiced rounded close central vowel	ʉ̥̃	ʉ̥̃, ʉ̥̃	3	bipa, gld	nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:Y
nasalized devoiced rounded near-close near-front vowel	ʏ̥̃	ʏ̥̃, ʏ̥̃	3	bipa, gld	nidaba	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:Y
non-syllabic nasalized devoiced unrounded open front vowel	ḁ̯̃	ḁ̯̃, ã̯̥	3	bipa, gld	nidaba	asjp:a, color:#c86464, dolgo:V, prosody:7, sca:A
non-syllabic nasalized devoiced unrounded open back vowel	ɑ̥̯̃	ɑ̥̯̃, ɑ̯̥̃	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:A
non-syllabic nasalized devoiced rounded open back vowel	ɒ̥̯̃	ɒ̥̯̃, ɒ̯̥̃	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:O
non-syllabic nasalized devoiced rounded open-mid back vowel	ɔ̥̯̃	ɔ̥̯̃, ɔ̯̥̃	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:U
non-syllabic nasalized devoiced unrounded close-mid front vowel	ẽ̥̯	ẽ̥̯, ẽ̯̥	3	bipa, gld	nidaba	asjp:e, color:#c86464, dolgo:V, prosody:7, sca:E
non-syllabic nasalized devoiced unrounded open-mid front vowel	ɛ̥̯̃	ɛ̥̯̃, ɛ̯̥̃	3	bipa, gld	nidaba	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:E
non-syllabic nasalized devoiced unrounded mid central vowel	ə̥̯̃	ə̥̯̃, ə̯̥̃	3	bipa, gld	nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:E
rhotacized non-syllabic nasalized devoiced unrounded mid central vowel	ə̥̯̃˞	ə̥̯̃˞, ɚ̯̥̃	3	bipa, gld	nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:E
non-syllabic nasalized devoiced unrounded close-mid back vowel	ɤ̥̯̃	ɤ̥̯̃, ɤ̯̥̃	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:E
non-syllabic nasalized devoiced unrounded close front vowel	ĩ̥̯	ĩ̥̯, ĩ̯̥	3	bipa, gld	nidaba	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:I
non-syllabic nasalized devoiced unrounded near-close near-front vowel	ɪ̥̯̃	ı̥̯̃, ɪ̥̯̃, ɪ̯̥̃	3	bipa, gld	nidaba	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:I
non-syllabic nasalized devoiced unrounded close central vowel	ɨ̥̯̃	ɨ̥̯̃, ɨ̯̥̃	3	bipa, gld	nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:I
non-syllabic nasalized devoiced unrounded close back vowel	ɯ̥̯̃	ɯ̥̯̃, ɯ̯̥̃	3	bipa, gld	nidaba	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:I
non-syllabic nasalized devoiced rounded close-mid back vowel	õ̥̯	õ̥̯, õ̯̥	3	bipa, gld	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:U
non-syllabic nasalized devoiced rounded close back vowel	ũ̥̯	ũ̥̯, ũ̯̥	3	bipa, gld	nidaba	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:Y
non-syllabic nasalized devoiced rounded close central vowel	ʉ̥̯̃	ʉ̥̯̃, ʉ̯̥̃	3	bipa, gld	nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:Y
non-syllabic nasalized devoiced rounded near-close near-front vowel	ʏ̥̯̃	ʏ̥̯̃, ʏ̯̥̃	3	bipa, gld	nidaba	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:Y
aspirated voiced uvular nasal consonant	ɴʰ	ɴʰ	3	bipa, gld	nidaba	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
aspirated devoiced voiced alveolar nasal consonant	n̥ʰ	n̥ʰ	3	bipa, gld	nidaba	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
aspirated devoiced voiced retroflex nasal consonant	ɳ̥ʰ	ɳ̥ʰ	3	bipa, gld	nidaba	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
aspirated devoiced voiced uvular nasal consonant	ɴ̥ʰ	ɴ̥ʰ	3	bipa, gld	nidaba	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic voiceless bilabial stop consonant	p̩	p̩	3	bipa, gld	nidaba	asjp:p, color:#c8c864, dolgo:P, prosody:1, sca:P
syllabic voiceless dental fricative consonant	θ̩	θ̩	3	bipa, gld	nidaba	asjp:8, color:#9664c8, dolgo:T, prosody:3, sca:D
syllabic voiced dental fricative consonant	ð̩	ð̩	3	bipa, gld	nidaba	asjp:8, color:#9664c8, dolgo:T, prosody:3, sca:D
syllabic voiceless alveolar stop consonant	t̩	t̩	3	bipa, gld	nidaba	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
syllabic voiceless alveolar lateral fricative consonant	ɬ̩	ɬ̩	3	bipa, gld	nidaba	asjp:L, color:#6464c8, dolgo:R, prosody:5, sca:L
syllabic voiceless retroflex stop consonant	ʈ̩	ʈ̩	3	bipa, gld	nidaba	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
syllabic voiceless retroflex sibilant fricative consonant	ʂ̩	ʂ̩	3	bipa, gld	nidaba	asjp:S, color:#6496c8, dolgo:S, prosody:3, sca:S
syllabic voiced retroflex sibilant fricative consonant	ʐ̩	ʐ̩	3	bipa, gld	nidaba	asjp:Z, color:#6496c8, dolgo:S, prosody:3, sca:S
syllabic voiceless velar stop consonant	k̩	k̩	3	bipa, gld	nidaba	asjp:k, color:#c89664, dolgo:K, prosody:1, sca:K
syllabic voiceless velar fricative consonant	x̩	x̩	3	bipa, gld	nidaba	asjp:x, color:#c89664, dolgo:K, prosody:3, sca:G
syllabic voiceless uvular stop consonant	q̩	q̩	3	bipa, gld	nidaba	asjp:q, color:#c89664, dolgo:K, prosody:1, sca:K
syllabic voiced uvular stop consonant	ɢ̩	ɢ̩	3	bipa, gld	nidaba	asjp:q, color:#c89664, dolgo:K, prosody:1, sca:K
syllabic voiceless glottal stop consonant	ʔ̩	ʔ̩	3	bipa, gld	nidaba	asjp:7, color:#96c864, dolgo:H, prosody:1, sca:H
syllabic voiceless glottal fricative consonant	h̩	h̩	3	bipa, gld	nidaba	asjp:h, color:#96c864, dolgo:H, prosody:3, sca:H
syllabic voiced glottal fricative consonant	ɦ̩	ɦ̩	3	bipa, gld	nidaba	asjp:h, color:#96c864, dolgo:H, prosody:3, sca:H
syllabic devoiced voiced bilabial nasal consonant	m̩̥	m̥̩, m̩̥	3	bipa, gld	nidaba	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
syllabic devoiced voiced labio-dental approximant consonant	ʋ̩̥	ʋ̥̩, ʋ̩̥	3	bipa, gld	nidaba	asjp:w, color:#c864c8, dolgo:W, prosody:6, sca:W
syllabic devoiced voiced alveolar approximant consonant	ɹ̩̥	ɹ̥̩, ɹ̩̥	3	bipa, gld	nidaba	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
syllabic devoiced voiced alveolar lateral approximant consonant	l̩̥	l̥̩, l̩̥	3	bipa, gld	nidaba	asjp:l, color:#6464c8, dolgo:R, prosody:5, sca:L
syllabic devoiced voiced alveolar nasal consonant	n̩̥	n̥̩, n̩̥	3	bipa, gld	nidaba	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
syllabic devoiced voiced retroflex lateral approximant consonant	ɭ̩̥	ɭ̥̩, ɭ̩̥	3	bipa, gld	nidaba	asjp:L, color:#6464c8, dolgo:R, prosody:5, sca:L
