CLTS_NAME	BIPA_GRAPHEME	GRAPHEME	LATEX	FEATURES
palatalized long voiced palatal nasal consonant	ɲʲː	ɲʲː	\textltailn\super j\textlengthmark	nasal::palatal::+voice +nasal
palatalized long voiceless velar stop consonant	kʲː	kʲː	k\super j\textlengthmark	plosive::velar, palatal::−voice
palatalized long voiced velar stop consonant	gʲː	ɡʲː	ɡ\super j\textlengthmark	plosive::velar, palatal::+voice
palatalized long voiced velar implosive consonant	ɠʲː	ɠʲː	\texthtg\super j\textlengthmark	plosive::velar, palatal::+voice
palatalized long voiceless velar fricative consonant	xʲː	xʲː	x\super j\textlengthmark	fricative::velar, palatal::−voice
palatalized long voiced velar fricative consonant	ɣʲː	ɣʲː	\textipa{G}\super j\textlengthmark	fricative::velar, palatal::+voice
palatalized long voiced velar nasal consonant	ŋʲː	ŋʲː	\textipa{N}\super j\textlengthmark	nasal::velar, palatal::+voice +nasal
palatalized long voiceless uvular stop consonant	qʲː	qʲː	q\super j\textlengthmark	plosive::uvular, palatal::−voice
palatalized long voiced uvular stop consonant	ɢʲː	ɢʲː	\textscg\super j\textlengthmark	plosive::uvular, palatal::+voice
palatalized long voiced uvular implosive consonant	ʛʲː	ʛʲː	\texthtscg\super j\textlengthmark	plosive::uvular, palatal::+voice
palatalized long voiceless uvular fricative consonant	χʲː	χʲː	\textchi\super j\textlengthmark	fricative::uvular, palatal::−voice
palatalized long voiced uvular fricative consonant	ʁʲː	ʁʲː	\textipa{K}\super j\textlengthmark	fricative::uvular, palatal::+voice
palatalized long voiced uvular nasal consonant	ɴʲː	ɴʲː	\textscn\super j\textlengthmark	nasal::uvular, palatal::+voice +nasal
palatalized long voiced pharyngeal fricative consonant	ʕʲː	ʕʲː	\textrevglotstop\super j\textlengthmark	fricative::pharyngeal, palatal::+voice
palatalized long voiceless pharyngeal fricative consonant	ħʲː	ħʲː	\textcrh\super j\textlengthmark	fricative::pharyngeal, palatal::−voice
palatalized long voiceless glottal stop consonant	ʔʲː	ʔʲː	\textglotstop\super j\textlengthmark	plosive::glottal, palatal::−voice
palatalized long voiceless glottal fricative consonant	hʲː	hʲː	h\super j\textlengthmark	fricative::glottal, palatal::−voice
palatalized long voiced glottal fricative consonant	ɦʲː	ɦʲː	\texthth\super j\textlengthmark	fricative::glottal, palatal::+voice
palatalized long devoiced voiced bilabial nasal consonant	m̥ʲː	m̥ʲː	*m\super j\textlengthmark	nasal::labial, palatal::−voice +nasal
palatalized long devoiced voiced labio-dental nasal consonant	ɱ̥ʲː	ɱ̥ʲː	*\textltailm\super j\textlengthmark	nasal::labiodental, palatal::−voice +nasal
palatalized long devoiced voiced alveolar nasal consonant	n̥ʲː	n̥ʲː	*n\super j\textlengthmark	nasal::alveolar, palatal::−voice +nasal
palatalized long devoiced voiced retroflex nasal consonant	ɳ̥ʲː	ɳ̥ʲː	*\:n\super j\textlengthmark	nasal::retroflex, palatal::−voice +nasal
palatalized long devoiced voiced palatal nasal consonant	ɲ̥ʲː	ɲ̥ʲː	*\textltailn\super j\textlengthmark	nasal::palatal::−voice +nasal
palatalized long devoiced voiced velar nasal consonant	ŋ̥ʲː	ŋ̥ʲː	*\textipa{N}\super j\textlengthmark	nasal::velar, palatal::−voice +nasal
palatalized long devoiced voiced uvular nasal consonant	ɴ̥ʲː	ɴ̥ʲː	*\textscn\super j\textlengthmark	nasal::uvular, palatal::−voice +nasal
palatalized aspirated long voiceless bilabial stop consonant	pʲʰː	pʰʲː	p extsuperscript{h}\super j\textlengthmark	plosive::labial, palatal::−voice +spread glottis
palatalized aspirated long voiced bilabial stop consonant	bʲʰː	bʰʲː	b extsuperscript{h}\super j\textlengthmark	plosive::labial, palatal::+voice +spread glottis
palatalized aspirated long voiced bilabial implosive consonant	ɓʲʰː	ɓʰʲː	\texthtb extsuperscript{h}\super j\textlengthmark	plosive::labial, palatal::+voice +spread glottis
palatalized aspirated long voiced bilabial nasal consonant	mʲʰː	mʰʲː	m extsuperscript{h}\super j\textlengthmark	nasal::labial, palatal::+voice +nasal +spread glottis
palatalized aspirated long voiced labio-dental nasal consonant	ɱʲʰː	ɱʰʲː	\textltailm extsuperscript{h}\super j\textlengthmark	nasal::labiodental, palatal::+voice +nasal +spread glottis
palatalized aspirated long voiced dental implosive consonant	ɗʲʰː	ɗʰʲː	\texthtd extsuperscript{h}\super j\textlengthmark	plosive::dental, palatal::+voice +spread glottis
palatalized aspirated long voiceless alveolar stop consonant	tʲʰː	tʰʲː	t extsuperscript{h}\super j\textlengthmark	plosive::alveolar, palatal::−voice +spread glottis
palatalized aspirated long voiced alveolar stop consonant	dʲʰː	dʰʲː	d extsuperscript{h}\super j\textlengthmark	plosive::alveolar, palatal::+voice +spread glottis
palatalized aspirated long voiced alveolar nasal consonant	nʲʰː	nʰʲː	n extsuperscript{h}\super j\textlengthmark	nasal::alveolar, palatal::+voice +nasal +spread glottis
palatalized aspirated long voiceless retroflex stop consonant	ʈʲʰː	ʈʰʲː	\textrtailt extsuperscript{h}\super j\textlengthmark	plosive::retroflex, palatal::−voice +spread glottis
palatalized aspirated long voiced retroflex stop consonant	ɖʲʰː	ɖʰʲː	\textrtaild extsuperscript{h}\super j\textlengthmark	plosive::retroflex, palatal::+voice +spread glottis
palatalized aspirated long voiced retroflex nasal consonant	ɳʲʰː	ɳʰʲː	\:n extsuperscript{h}\super j\textlengthmark	nasal::retroflex, palatal::+voice +nasal +spread glottis
palatalized aspirated long voiceless palatal stop consonant	cʲʰː	cʰʲː	c extsuperscript{h}\super j\textlengthmark	plosive::palatal::−voice +spread glottis
palatalized aspirated long voiced palatal stop consonant	ɟʲʰː	ɟʰʲː	\textbardotlessj extsuperscript{h}\super j\textlengthmark	plosive::palatal::+voice +spread glottis
palatalized aspirated long voiced palatal nasal consonant	ɲʲʰː	ɲʰʲː	\textltailn extsuperscript{h}\super j\textlengthmark	nasal::palatal::+voice +nasal +spread glottis
palatalized aspirated long voiceless velar stop consonant	kʲʰː	kʰʲː	k extsuperscript{h}\super j\textlengthmark	plosive::velar, palatal::−voice +spread glottis
palatalized aspirated long voiced velar stop consonant	gʲʰː	ɡʰʲː	ɡ extsuperscript{h}\super j\textlengthmark	plosive::velar, palatal::+voice +spread glottis
palatalized aspirated long voiced velar implosive consonant	ɠʲʰː	ɠʰʲː	\texthtg extsuperscript{h}\super j\textlengthmark	plosive::velar, palatal::+voice +spread glottis
palatalized aspirated long voiced velar nasal consonant	ŋʲʰː	ŋʰʲː	\textipa{N} extsuperscript{h}\super j\textlengthmark	nasal::velar, palatal::+voice +nasal +spread glottis
palatalized aspirated long voiceless uvular stop consonant	qʲʰː	qʰʲː	q extsuperscript{h}\super j\textlengthmark	plosive::uvular, palatal::−voice +spread glottis
palatalized aspirated long voiced uvular stop consonant	ɢʲʰː	ɢʰʲː	\textscg extsuperscript{h}\super j\textlengthmark	plosive::uvular, palatal::+voice +spread glottis
palatalized aspirated long voiced uvular implosive consonant	ʛʲʰː	ʛʰʲː	\texthtscg extsuperscript{h}\super j\textlengthmark	plosive::uvular, palatal::+voice +spread glottis
palatalized aspirated long voiced uvular nasal consonant	ɴʲʰː	ɴʰʲː	\textscn extsuperscript{h}\super j\textlengthmark	nasal::uvular, palatal::+voice +nasal +spread glottis
palatalized aspirated long voiceless glottal stop consonant	ʔʲʰː	ʔʰʲː	\textglotstop extsuperscript{h}\super j\textlengthmark	plosive::glottal, palatal::−voice +spread glottis
palatalized aspirated long devoiced voiced bilabial nasal consonant	m̥ʲʰː	m̥ʰʲː	*m extsuperscript{h}\super j\textlengthmark	nasal::labial, palatal::−voice +nasal +spread glottis
palatalized aspirated long devoiced voiced labio-dental nasal consonant	ɱ̥ʲʰː	ɱ̥ʰʲː	*\textltailm extsuperscript{h}\super j\textlengthmark	nasal::labiodental, palatal::−voice +nasal +spread glottis
palatalized aspirated long devoiced voiced alveolar nasal consonant	n̥ʲʰː	n̥ʰʲː	*n extsuperscript{h}\super j\textlengthmark	nasal::alveolar, palatal::−voice +nasal +spread glottis
palatalized aspirated long devoiced voiced retroflex nasal consonant	ɳ̥ʲʰː	ɳ̥ʰʲː	*\:n extsuperscript{h}\super j\textlengthmark	nasal::retroflex, palatal::−voice +nasal +spread glottis
palatalized aspirated long devoiced voiced palatal nasal consonant	ɲ̥ʲʰː	ɲ̥ʰʲː	*\textltailn extsuperscript{h}\super j\textlengthmark	nasal::palatal::−voice +nasal +spread glottis
palatalized aspirated long devoiced voiced velar nasal consonant	ŋ̥ʲʰː	ŋ̥ʰʲː	*\textipa{N} extsuperscript{h}\super j\textlengthmark	nasal::velar, palatal::−voice +nasal +spread glottis
palatalized aspirated long devoiced voiced uvular nasal consonant	ɴ̥ʲʰː	ɴ̥ʰʲː	*\textscn extsuperscript{h}\super j\textlengthmark	nasal::uvular, palatal::−voice +nasal +spread glottis
syllabic palatalized long voiceless bilabial stop consonant	p̩ʲː	p̩ʲː	\textipa{\s{p}}\super j\textlengthmark	plosive::labial, palatal::−voice +syllabic
syllabic palatalized long voiced bilabial stop consonant	b̩ʲː	b̩ʲː	\textipa{\s{b}}\super j\textlengthmark	plosive::labial, palatal::+voice +syllabic
syllabic palatalized long voiced bilabial implosive consonant	ɓ̩ʲː	ɓ̩ʲː	\textipa{\s{\texthtb}}\super j\textlengthmark	plosive::labial, palatal::+voice +syllabic
syllabic palatalized long voiceless bilabial fricative consonant	ɸ̩ʲː	ɸ̩ʲː	\textipa{\sF}\super j\textlengthmark	fricative::labial, palatal::−voice +syllabic
syllabic palatalized long voiced bilabial fricative consonant	β̩ʲː	β̩ʲː	\textipa{\sB}\super j\textlengthmark	fricative::labial, palatal::+voice +syllabic
syllabic palatalized long voiced bilabial nasal consonant	m̩ʲː	m̩ʲː	\textsyllabic{m}\super j\textlengthmark	nasal::labial, palatal::+voice +nasal +syllabic
syllabic palatalized long voiceless labio-dental fricative consonant	f̩ʲː	f̩ʲː	\textipa{\s{f}}\super j\textlengthmark	fricative::labiodental, palatal::−voice +syllabic
syllabic palatalized long voiced labio-dental fricative consonant	v̩ʲː	v̩ʲː	\textipa{\s{v}}\super j\textlengthmark	fricative::labiodental, palatal::+voice +syllabic
syllabic palatalized long voiced labio-dental nasal consonant	ɱ̩ʲː	ɱ̩ʲː	\textipa{\s{\textltailm}}\super j\textlengthmark	nasal::labiodental, palatal::+voice +nasal +syllabic
syllabic palatalized long voiced dental implosive consonant	ɗ̩ʲː	ɗ̩ʲː	\textipa{\s{\texthtd}}\super j\textlengthmark	plosive::dental, palatal::+voice +syllabic
syllabic palatalized long voiceless dental fricative consonant	θ̩ʲː	θ̩ʲː	\textipa{\sT}\super j\textlengthmark	fricative::dental, palatal::−voice +syllabic
syllabic palatalized long voiced dental fricative consonant	ð̩ʲː	ð̩ʲː	\textipa{\sD}\super j\textlengthmark	fricative::dental, palatal::+voice +syllabic
syllabic palatalized long voiceless alveolar stop consonant	t̩ʲː	t̩ʲː	\textipa{\s{t}}\super j\textlengthmark	plosive::alveolar, palatal::−voice +syllabic
syllabic palatalized long voiced alveolar stop consonant	d̩ʲː	d̩ʲː	\textipa{\s{d}}\super j\textlengthmark	plosive::alveolar, palatal::+voice +syllabic
syllabic palatalized long voiceless alveolar sibilant fricative consonant	s̩ʲː	s̩ʲː	\textipa{\s{s}}\super j\textlengthmark	fricative::alveolar, palatal::−voice +syllabic
syllabic palatalized long voiced alveolar sibilant fricative consonant	z̩ʲː	z̩ʲː	\textipa{\s{z}}\super j\textlengthmark	fricative::alveolar, palatal::+voice +syllabic
syllabic palatalized long voiceless alveolar lateral fricative consonant	ɬ̩ʲː	ɬ̩ʲː	\textipa{\s{\textbeltl}}\super j\textlengthmark	fricative::alveolar, palatal::+voice +lateral +syllabic
syllabic palatalized long voiced alveolar lateral fricative consonant	ɮ̩ʲː	ɮ̩ʲː	\textipa{\s{\textlyoghlig}}\super j\textlengthmark	fricative::alveolar, palatal::+voice +lateral +syllabic
syllabic palatalized long voiced alveolar nasal consonant	n̩ʲː	n̩ʲː	\textsyllabic{n}\super j\textlengthmark	nasal::alveolar, palatal::+voice +nasal +syllabic
syllabic palatalized long voiceless post-alveolar sibilant fricative consonant	ʃ̩ʲː	ʃ̩ʲː	\textipa{\sS}\super j\textlengthmark	fricative::palatoalveolar, palatal::−voice +syllabic
syllabic palatalized long voiced post-alveolar sibilant fricative consonant	ʒ̩ʲː	ʒ̩ʲː	\textipa{\s{\textyogh}}\super j\textlengthmark	fricative::palatoalveolar, palatal::+voice +syllabic
syllabic palatalized long voiceless retroflex stop consonant	ʈ̩ʲː	ʈ̩ʲː	\textipa{\s{\textrtailt}}\super j\textlengthmark	plosive::retroflex, palatal::−voice +syllabic
syllabic palatalized long voiced retroflex stop consonant	ɖ̩ʲː	ɖ̩ʲː	\textipa{\s{\textrtaild}}\super j\textlengthmark	plosive::retroflex, palatal::+voice +syllabic
syllabic palatalized long voiceless retroflex sibilant fricative consonant	ʂ̩ʲː	ʂ̩ʲː	\textipa{\s{\textrtails}}\super j\textlengthmark	fricative::retroflex, palatal::−voice +syllabic
syllabic palatalized long voiced retroflex sibilant fricative consonant	ʐ̩ʲː	ʐ̩ʲː	\textipa{\s{\textrtailz}}\super j\textlengthmark	fricative::retroflex, palatal::+voice +syllabic
syllabic palatalized long voiced retroflex nasal consonant	ɳ̩ʲː	ɳ̩ʲː	\textipa{\s{\:n}}\super j\textlengthmark	nasal::retroflex, palatal::+voice +nasal +syllabic
syllabic palatalized long voiceless palatal stop consonant	c̩ʲː	c̩ʲː	\textipa{\s{c}}\super j\textlengthmark	plosive::palatal::−voice +syllabic
syllabic palatalized long voiced palatal stop consonant	ɟ̩ʲː	ɟ̩ʲː	\textipa{\s{\textbardotlessj}}\super j\textlengthmark	plosive::palatal::+voice +syllabic
syllabic palatalized long voiceless palatal sibilant fricative consonant	ç̩ʲː	ç̩ʲː	\textipa{\s{\c{c}}}\super j\textlengthmark	fricative::palatal::−voice +syllabic
syllabic palatalized long voiced palatal fricative consonant	ʝ̩ʲː	ʝ̩ʲː	\textipa{\s{\textctj}}\super j\textlengthmark	fricative::palatal::+voice +syllabic
syllabic palatalized long voiced palatal nasal consonant	ɲ̩ʲː	ɲ̩ʲː	\textipa{\s{\textltailn}}\super j\textlengthmark	nasal::palatal::+voice +nasal +syllabic
syllabic palatalized long voiceless velar stop consonant	k̩ʲː	k̩ʲː	\textipa{\s{k}}\super j\textlengthmark	plosive::velar, palatal::−voice +syllabic
syllabic palatalized long voiced velar stop consonant	g̩ʲː	ɡ̩ʲː	\textipa{\s{ɡ}}\super j\textlengthmark	plosive::velar, palatal::+voice +syllabic
syllabic palatalized long voiced velar implosive consonant	ɠ̩ʲː	ɠ̩ʲː	\textipa{\s{\texthtg}}\super j\textlengthmark	plosive::velar, palatal::+voice +syllabic
syllabic palatalized long voiceless velar fricative consonant	x̩ʲː	x̩ʲː	\textipa{\s{x}}\super j\textlengthmark	fricative::velar, palatal::−voice +syllabic
syllabic palatalized long voiced velar fricative consonant	ɣ̩ʲː	ɣ̩ʲː	\textipa{\sG}\super j\textlengthmark	fricative::velar, palatal::+voice +syllabic
syllabic palatalized long voiced velar nasal consonant	ŋ̩ʲː	ŋ̩ʲː	\textipa{\sN}\super j\textlengthmark	nasal::velar, palatal::+voice +nasal +syllabic
syllabic palatalized long voiceless uvular stop consonant	q̩ʲː	q̩ʲː	\textipa{\s{q}}\super j\textlengthmark	plosive::uvular, palatal::−voice +syllabic
syllabic palatalized long voiced uvular stop consonant	ɢ̩ʲː	ɢ̩ʲː	\textipa{\s{\textscg}}\super j\textlengthmark	plosive::uvular, palatal::+voice +syllabic
syllabic palatalized long voiced uvular implosive consonant	ʛ̩ʲː	ʛ̩ʲː	\textipa{\s{\texthtscg}}\super j\textlengthmark	plosive::uvular, palatal::+voice +syllabic
syllabic palatalized long voiceless uvular fricative consonant	χ̩ʲː	χ̩ʲː	\textipa{\s{\textchi}}\super j\textlengthmark	fricative::uvular, palatal::−voice +syllabic
syllabic palatalized long voiced uvular fricative consonant	ʁ̩ʲː	ʁ̩ʲː	\textipa{\sK}\super j\textlengthmark	fricative::uvular, palatal::+voice +syllabic
syllabic palatalized long voiced uvular nasal consonant	ɴ̩ʲː	ɴ̩ʲː	\textipa{\s{\textscn}}\super j\textlengthmark	nasal::uvular, palatal::+voice +nasal +syllabic
syllabic palatalized long voiced pharyngeal fricative consonant	ʕ̩ʲː	ʕ̩ʲː	\textipa{\s{\textrevglotstop}}\super j\textlengthmark	fricative::pharyngeal, palatal::+voice +syllabic
syllabic palatalized long voiceless pharyngeal fricative consonant	ħ̩ʲː	ħ̩ʲː	\textipa{\s{\textcrh}}\super j\textlengthmark	fricative::pharyngeal, palatal::−voice +syllabic
syllabic palatalized long voiceless glottal stop consonant	ʔ̩ʲː	ʔ̩ʲː	\textipa{\s{\textglotstop}}\super j\textlengthmark	plosive::glottal, palatal::−voice +syllabic
syllabic palatalized long voiceless glottal fricative consonant	h̩ʲː	h̩ʲː	\textipa{\s{h}}\super j\textlengthmark	fricative::glottal, palatal::−voice +syllabic
syllabic palatalized long voiced glottal fricative consonant	ɦ̩ʲː	ɦ̩ʲː	\textipa{\s{\texthth}}\super j\textlengthmark	fricative::glottal, palatal::+voice +syllabic
syllabic palatalized long devoiced voiced bilabial nasal consonant	m̩̥ʲː	m̥̩ʲː	\textipa{\s{ *m}}\super j\textlengthmark	nasal::labial, palatal::−voice +nasal +syllabic
syllabic palatalized long devoiced voiced labio-dental nasal consonant	ɱ̩̥ʲː	ɱ̥̩ʲː	\textipa{\s{ *\textltailm}}\super j\textlengthmark	nasal::labiodental, palatal::−voice +nasal +syllabic
syllabic palatalized long devoiced voiced alveolar nasal consonant	n̩̥ʲː	n̥̩ʲː	\textipa{\s{ *n}}\super j\textlengthmark	nasal::alveolar, palatal::−voice +nasal +syllabic
syllabic palatalized long devoiced voiced retroflex nasal consonant	ɳ̩̥ʲː	ɳ̥̩ʲː	\textipa{\s{ *\:n}}\super j\textlengthmark	nasal::retroflex, palatal::−voice +nasal +syllabic
syllabic palatalized long devoiced voiced palatal nasal consonant	ɲ̩̥ʲː	ɲ̥̩ʲː	\textipa{\s{ *\textltailn}}\super j\textlengthmark	nasal::palatal::−voice +nasal +syllabic
syllabic palatalized long devoiced voiced velar nasal consonant	ŋ̩̥ʲː	ŋ̥̩ʲː	*\textipa{\sN}\super j\textlengthmark	nasal::velar, palatal::−voice +nasal +syllabic
syllabic palatalized long devoiced voiced uvular nasal consonant	ɴ̩̥ʲː	ɴ̥̩ʲː	\textipa{\s{ *\textscn}}\super j\textlengthmark	nasal::uvular, palatal::−voice +nasal +syllabic
labialized long voiceless bilabial stop consonant	pʷː	pʷː	p\super w\textlengthmark	plosive::labial::−voice
labialized long voiced bilabial stop consonant	bʷː	bʷː	b\super w\textlengthmark	plosive::labial::+voice
labialized long voiced bilabial implosive consonant	ɓʷː	ɓʷː	\texthtb\super w\textlengthmark	plosive::labial::+voice
labialized long voiceless bilabial fricative consonant	ɸʷː	ɸʷː	\textipa{F}\super w\textlengthmark	fricative::labial::−voice
labialized long voiced bilabial fricative consonant	βʷː	βʷː	\textipa{B}\super w\textlengthmark	fricative::labial::+voice
labialized long voiced bilabial nasal consonant	mʷː	mʷː	m\super w\textlengthmark	nasal::labial::+voice +nasal
labialized long voiceless labio-dental fricative consonant	fʷː	fʷː	f\super w\textlengthmark	fricative::labiodental, labial::−voice
labialized long voiced labio-dental fricative consonant	vʷː	vʷː	v\super w\textlengthmark	fricative::labiodental, labial::+voice
labialized long voiced labio-dental nasal consonant	ɱʷː	ɱʷː	\textltailm\super w\textlengthmark	nasal::labiodental, labial::+voice +nasal
labialized long voiced dental implosive consonant	ɗʷː	ɗʷː	\texthtd\super w\textlengthmark	plosive::dental, labial::+voice
labialized long voiceless dental fricative consonant	θʷː	θʷː	\textipa{T}\super w\textlengthmark	fricative::dental, labial::−voice
labialized long voiced dental fricative consonant	ðʷː	ðʷː	\textipa{D}\super w\textlengthmark	fricative::dental, labial::+voice
labialized long voiceless alveolar stop consonant	tʷː	tʷː	t\super w\textlengthmark	plosive::alveolar, labial::−voice
labialized long voiced alveolar stop consonant	dʷː	dʷː	d\super w\textlengthmark	plosive::alveolar, labial::+voice
labialized long voiceless alveolar sibilant fricative consonant	sʷː	sʷː	s\super w\textlengthmark	fricative::alveolar, labial::−voice
labialized long voiced alveolar sibilant fricative consonant	zʷː	zʷː	z\super w\textlengthmark	fricative::alveolar, labial::+voice
labialized long voiceless alveolar lateral fricative consonant	ɬʷː	ɬʷː	\textbeltl\super w\textlengthmark	fricative::alveolar, labial::+voice +lateral
labialized long voiced alveolar lateral fricative consonant	ɮʷː	ɮʷː	\textlyoghlig\super w\textlengthmark	fricative::alveolar, labial::+voice +lateral
labialized long voiced alveolar nasal consonant	nʷː	nʷː	n\super w\textlengthmark	nasal::alveolar, labial::+voice +nasal
labialized long voiceless post-alveolar sibilant fricative consonant	ʃʷː	ʃʷː	\textipa{S}\super w\textlengthmark	fricative::palatoalveolar, labial::−voice
labialized long voiced post-alveolar sibilant fricative consonant	ʒʷː	ʒʷː	\textyogh\super w\textlengthmark	fricative::palatoalveolar, labial::+voice
labialized long voiceless retroflex stop consonant	ʈʷː	ʈʷː	\textrtailt\super w\textlengthmark	plosive::retroflex, labial::−voice
labialized long voiced retroflex stop consonant	ɖʷː	ɖʷː	\textrtaild\super w\textlengthmark	plosive::retroflex, labial::+voice
labialized long voiceless retroflex sibilant fricative consonant	ʂʷː	ʂʷː	\textrtails\super w\textlengthmark	fricative::retroflex, labial::−voice
labialized long voiced retroflex sibilant fricative consonant	ʐʷː	ʐʷː	\textrtailz\super w\textlengthmark	fricative::retroflex, labial::+voice
labialized long voiced retroflex nasal consonant	ɳʷː	ɳʷː	\:n\super w\textlengthmark	nasal::retroflex, labial::+voice +nasal
labialized long voiceless palatal stop consonant	cʷː	cʷː	c\super w\textlengthmark	plosive::palatal, labial::−voice
labialized long voiced palatal stop consonant	ɟʷː	ɟʷː	\textbardotlessj\super w\textlengthmark	plosive::palatal, labial::+voice
labialized long voiceless palatal sibilant fricative consonant	çʷː	çʷː	\c{c}\super w\textlengthmark	fricative::palatal, labial::−voice
labialized long voiced palatal fricative consonant	ʝʷː	ʝʷː	\textctj\super w\textlengthmark	fricative::palatal, labial::+voice
labialized long voiced palatal nasal consonant	ɲʷː	ɲʷː	\textltailn\super w\textlengthmark	nasal::palatal, labial::+voice +nasal
labialized long voiceless velar stop consonant	kʷː	kʷː	k\super w\textlengthmark	plosive::velar, labial::−voice
labialized long voiced velar stop consonant	gʷː	ɡʷː	ɡ\super w\textlengthmark	plosive::velar, labial::+voice
labialized long voiced velar implosive consonant	ɠʷː	ɠʷː	\texthtg\super w\textlengthmark	plosive::velar, labial::+voice
labialized long voiceless velar fricative consonant	xʷː	xʷː	x\super w\textlengthmark	fricative::velar, labial::−voice
labialized long voiced velar fricative consonant	ɣʷː	ɣʷː	\textipa{G}\super w\textlengthmark	fricative::velar, labial::+voice
labialized long voiced velar nasal consonant	ŋʷː	ŋʷː	\textipa{N}\super w\textlengthmark	nasal::velar, labial::+voice +nasal
labialized long voiceless uvular stop consonant	qʷː	qʷː	q\super w\textlengthmark	plosive::uvular, labial::−voice
labialized long voiced uvular stop consonant	ɢʷː	ɢʷː	\textscg\super w\textlengthmark	plosive::uvular, labial::+voice
labialized long voiced uvular implosive consonant	ʛʷː	ʛʷː	\texthtscg\super w\textlengthmark	plosive::uvular, labial::+voice
labialized long voiceless uvular fricative consonant	χʷː	χʷː	\textchi\super w\textlengthmark	fricative::uvular, labial::−voice
labialized long voiced uvular fricative consonant	ʁʷː	ʁʷː	\textipa{K}\super w\textlengthmark	fricative::uvular, labial::+voice
labialized long voiced uvular nasal consonant	ɴʷː	ɴʷː	\textscn\super w\textlengthmark	nasal::uvular, labial::+voice +nasal
labialized long voiced pharyngeal fricative consonant	ʕʷː	ʕʷː	\textrevglotstop\super w\textlengthmark	fricative::pharyngeal, labial::+voice
labialized long voiceless pharyngeal fricative consonant	ħʷː	ħʷː	\textcrh\super w\textlengthmark	fricative::pharyngeal, labial::−voice
labialized long voiceless glottal stop consonant	ʔʷː	ʔʷː	\textglotstop\super w\textlengthmark	plosive::glottal, labial::−voice
labialized long voiceless glottal fricative consonant	hʷː	hʷː	h\super w\textlengthmark	fricative::glottal, labial::−voice
labialized long voiced glottal fricative consonant	ɦʷː	ɦʷː	\texthth\super w\textlengthmark	fricative::glottal, labial::+voice
labialized long devoiced voiced bilabial nasal consonant	m̥ʷː	m̥ʷː	*m\super w\textlengthmark	nasal::labial::−voice +nasal
labialized long devoiced voiced labio-dental nasal consonant	ɱ̥ʷː	ɱ̥ʷː	*\textltailm\super w\textlengthmark	nasal::labiodental, labial::−voice +nasal
labialized long devoiced voiced alveolar nasal consonant	n̥ʷː	n̥ʷː	*n\super w\textlengthmark	nasal::alveolar, labial::−voice +nasal
labialized long devoiced voiced retroflex nasal consonant	ɳ̥ʷː	ɳ̥ʷː	*\:n\super w\textlengthmark	nasal::retroflex, labial::−voice +nasal
labialized long devoiced voiced palatal nasal consonant	ɲ̥ʷː	ɲ̥ʷː	*\textltailn\super w\textlengthmark	nasal::palatal, labial::−voice +nasal
labialized long devoiced voiced velar nasal consonant	ŋ̥ʷː	ŋ̥ʷː	*\textipa{N}\super w\textlengthmark	nasal::velar, labial::−voice +nasal
labialized long devoiced voiced uvular nasal consonant	ɴ̥ʷː	ɴ̥ʷː	*\textscn\super w\textlengthmark	nasal::uvular, labial::−voice +nasal
labialized aspirated long voiceless bilabial stop consonant	pʷʰː	pʰʷː	p extsuperscript{h}\super w\textlengthmark	plosive::labial::−voice +spread glottis
labialized aspirated long voiced bilabial stop consonant	bʷʰː	bʰʷː	b extsuperscript{h}\super w\textlengthmark	plosive::labial::+voice +spread glottis
labialized aspirated long voiced bilabial implosive consonant	ɓʷʰː	ɓʰʷː	\texthtb extsuperscript{h}\super w\textlengthmark	plosive::labial::+voice +spread glottis
labialized aspirated long voiced bilabial nasal consonant	mʷʰː	mʰʷː	m extsuperscript{h}\super w\textlengthmark	nasal::labial::+voice +nasal +spread glottis
labialized aspirated long voiced labio-dental nasal consonant	ɱʷʰː	ɱʰʷː	\textltailm extsuperscript{h}\super w\textlengthmark	nasal::labiodental, labial::+voice +nasal +spread glottis
labialized aspirated long voiced dental implosive consonant	ɗʷʰː	ɗʰʷː	\texthtd extsuperscript{h}\super w\textlengthmark	plosive::dental, labial::+voice +spread glottis
labialized aspirated long voiceless alveolar stop consonant	tʷʰː	tʰʷː	t extsuperscript{h}\super w\textlengthmark	plosive::alveolar, labial::−voice +spread glottis
labialized aspirated long voiced alveolar stop consonant	dʷʰː	dʰʷː	d extsuperscript{h}\super w\textlengthmark	plosive::alveolar, labial::+voice +spread glottis
labialized aspirated long voiced alveolar nasal consonant	nʷʰː	nʰʷː	n extsuperscript{h}\super w\textlengthmark	nasal::alveolar, labial::+voice +nasal +spread glottis
labialized aspirated long voiceless retroflex stop consonant	ʈʷʰː	ʈʰʷː	\textrtailt extsuperscript{h}\super w\textlengthmark	plosive::retroflex, labial::−voice +spread glottis
labialized aspirated long voiced retroflex stop consonant	ɖʷʰː	ɖʰʷː	\textrtaild extsuperscript{h}\super w\textlengthmark	plosive::retroflex, labial::+voice +spread glottis
labialized aspirated long voiced retroflex nasal consonant	ɳʷʰː	ɳʰʷː	\:n extsuperscript{h}\super w\textlengthmark	nasal::retroflex, labial::+voice +nasal +spread glottis
labialized aspirated long voiceless palatal stop consonant	cʷʰː	cʰʷː	c extsuperscript{h}\super w\textlengthmark	plosive::palatal, labial::−voice +spread glottis
